Team Name,Region,CSL Link,Series Record,Series Wins,Series Losses,Game Record,Game Wins,Game Losses,Average Rank,Average Rank Number,First OP.GG,Second OP.GG
LOLUTD TEAM PIRATES N DOTA,Central | 3,https://cstarleague.com/lol/teams/10697,2 - 3,2,3,4 - 6,4,6,Platinum 3,18.0,"https://na.op.gg/multi/query=Faery,Íncursio,Helioraptor,KingofPirates345,Dota2isbeter,Djoung,Give my IGN BACK,",
Team NAram,Central | 3,https://cstarleague.com/lol/teams/11337,0 - 5,0,5,0 - 10,0,10,Platinum 3,18.0,"https://na.op.gg/multi/query=Kalvalis,DDNation,yfactor1337,Nightdare,Trajomon,",
LOLUTD PSYMOOo,Central | 3,https://cstarleague.com/lol/teams/11189,0 - 5,0,5,0 - 10,0,10,Gold 1,16.0,"https://na.op.gg/multi/query=MrGriffin,Faery,PsyGuy1,m00seh,Vegetable Juice,onigiribih,WorldwideHandsom,",
Angelo State,Central | 3,https://cstarleague.com/lol/teams/8674,0 - 4,0,4,0 - 8,0,8,Silver 4,9.0,"https://na.op.gg/multi/query=TheRahjjMahal,illerongis,Abelhinj,Phantomhaze1,orsic2,Local Native,",
AC Badger Esports,Central | 3,https://cstarleague.com/lol/teams/9074,0 - 3,0,3,0 - 6,0,6,Gold 4,13.0,"https://na.op.gg/multi/query=Pixelated Pizza,Sublíme,LumaxesRex,ameliaisback,0 sensei,0 Kkami,",
Henderson State University,Central | 2,https://cstarleague.com/lol/teams/8477,6 - 1,6,1,13 - 2,13,2,Gold 4,13.0,"https://na.op.gg/multi/query=jpmoney,Subwaaay,Bellzelut,OldManWyatt,Tyrant Grim,eazyg,TG JUMPER,ToughPuddin,Holyshmit1,Brít,",
WUSTL Zoo,Central | 2,https://cstarleague.com/lol/teams/10409,5 - 1,5,1,11 - 3,11,3,Platinum 3,18.0,"https://na.op.gg/multi/query=ChewyLight28,altoknight,Frostales,atomictiger,BigotChild,Forchenyt,fofoabubu,",
Piltover Pokes B Team,Central | 2,https://cstarleague.com/lol/teams/9345,5 - 1,5,1,10 - 4,10,4,Platinum 4,17.0,"https://na.op.gg/multi/query=Killgar,osu alarm,No Fear Matson,Argoll,IAmJustinTime,The Sloth Tamer,Tjtaylor1999,SoSeol,AIILuckNoSkill,Evng,","https://na.op.gg/multi/query=420RunningMan,"
Outstanding Warriors of OSU,Central | 2,https://cstarleague.com/lol/teams/10624,5 - 1,5,1,10 - 4,10,4,Platinum 4,17.0,"https://na.op.gg/multi/query=spykid810,Brinticus,Killgar,Majestic Emu,osu alarm,420RunningMan,Lawsuit,BusinessTime15,sag ass,",
Mizzou B Team - Horkin,Central | 2,https://cstarleague.com/lol/teams/5609,4 - 2,4,2,9 - 4,9,4,Platinum 3,18.0,"https://na.op.gg/multi/query=RêtardedApe,Forgetting,joshquest,InfIux,Be Great,Fleeboyswag,nerms,Vaa1,",
Mizzou B Team - Falcon,Central | 2,https://cstarleague.com/lol/teams/10405,4 - 3,4,3,9 - 7,9,7,Gold 3,14.0,"https://na.op.gg/multi/query=iShadowHeart,joshquest,Be Great,Aunt Jamima,Zoella,Pandiculation,Demagoguery,",
Wait We're A Team,Central | 2,https://cstarleague.com/lol/teams/9770,4 - 2,4,2,8 - 4,8,4,Silver 3,10.0,"https://na.op.gg/multi/query=Prezz GG,Nobody2018,czpearsall,Anobletroll,Halito,MuffinFace3000,Your Jhintleman,",
Tulsa Golden Hurricane,Central | 2,https://cstarleague.com/lol/teams/11118,3 - 3,3,3,7 - 6,7,6,Platinum 4,17.0,"https://na.op.gg/multi/query=TU Grubsters,Hali Baby,TU Bubble Buddy,Liveurlifeloudly,Astima,DaPain,",
MSU Bears Matt Gang,Central | 2,https://cstarleague.com/lol/teams/11101,3 - 3,3,3,7 - 6,7,6,Gold 1,16.0,"https://na.op.gg/multi/query=Merrricka,GreyKnight137,Bruof,MooshroomStatus,Kaii9S,CrispCrustacean,Dei Terrae,i am chanman,",
OU okwahoma univewsity,Central | 2,https://cstarleague.com/lol/teams/10684,1 - 5,1,5,2 - 10,2,10,Platinum 4,17.0,"https://na.op.gg/multi/query=Himana,Rito Torchic,Dudeperfect2006,Catalyst7401,Daimiko,Duknarg,",
Fontbonne Esports CSL,Central | 2,https://cstarleague.com/lol/teams/8890,1 - 4,1,4,2 - 8,2,8,Silver 2,11.0,"https://na.op.gg/multi/query=FBU eSports,I am DzungX,scheer shooter,manly racer,Corrupt007,huyv,",
ATU Gold,Central | 2,https://cstarleague.com/lol/teams/10474,1 - 4,1,4,2 - 8,2,8,Gold 4,13.0,"https://na.op.gg/multi/query=CadeBlade1798,JTL,Wîse,Rezzy01,BrØken SeØul,LucarioSenpai,KidTurbo,tranzitlex,HahOneShot,",
UNL Huskers Black,Central | 2,https://cstarleague.com/lol/teams/11444,0 - 12,0,12,0 - 24,0,24,Gold 3,14.0,"https://na.op.gg/multi/query=Kunai and Kama,ImDGod,cozii,Mastercarl7,Powers515,slicknick444,Icing,RithWall,",
KSU Purp n Black,Central | 1,https://cstarleague.com/lol/teams/11464,5 - 0,5,0,10 - 1,10,1,Platinum 1,20.0,"https://na.op.gg/multi/query=Duckster,ArcHeitz,KylerG,MediocreHats,Tyrallion,Insurgency,",
CC Tigers,Central | 1,https://cstarleague.com/lol/teams/2587,5 - 0,5,0,10 - 1,10,1,Gold 1,16.0,"https://na.op.gg/multi/query=ÆØþðŠÞÅŒ,oaml,Alakay,drainage,pseudogurl,Sirius White,sit downn,MaAaeStroOo,Ezrëàl,",
Johnson County Cavaliers,Central | 1,https://cstarleague.com/lol/teams/8956,4 - 1,4,1,9 - 2,9,2,Platinum 3,18.0,"https://na.op.gg/multi/query=ÐexterouŚ,2witt,d0x69,bigrig13,Luav,jccc student,hunter5144,10JJINDDA,castle 500,",
DSU Blue,Central | 1,https://cstarleague.com/lol/teams/8653,4 - 1,4,1,8 - 3,8,3,Gold 2,15.0,"https://na.op.gg/multi/query=Phoenix Rook 21,Big Cac,KappaKappa213,Meilha,DragonSinHunter,Skaclooosh,Bosnia,TheComadian,Eaglesfan365,",
DSU White,Central | 1,https://cstarleague.com/lol/teams/9510,3 - 2,3,2,8 - 6,8,6,Gold 1,16.0,"https://na.op.gg/multi/query=Flag Ship,DragonSinHunter,Skaclooosh,yobreaka,Bru Haw,TheComadian,Frogfan,TheKids,Eaglesfan365,",
Hardrockers Team B,Central | 1,https://cstarleague.com/lol/teams/4646,3 - 2,3,2,6 - 4,6,4,Gold 2,15.0,"https://na.op.gg/multi/query=Soxboy3,Houdinicat11,Láwrence,Pows,Yolki,DMG Hennessy,EvilGumbo27,ilikerowing,",
Coyotes LoL,Central | 1,https://cstarleague.com/lol/teams/9391,2 - 3,2,3,5 - 6,5,6,Silver 1,12.0,"https://na.op.gg/multi/query=FallenLeo,Enyvione,Eliasxy,Bosnian Thunder,Bobasta,t r i n i t yWAV,Mushio,",
Huskers Scarlet,Central | 1,https://cstarleague.com/lol/teams/11492,2 - 3,2,3,4 - 6,4,6,Gold 1,16.0,"https://na.op.gg/multi/query=ReformedPlasma,Mastercarl7,Luichu,Dancaiks,Powers515,Kharsne,FishMoley Clap,Gratin,JohnWin,",
Shocker Gaming White,Central | 1,https://cstarleague.com/lol/teams/8706,1 - 4,1,4,3 - 8,3,8,Silver 1,12.0,"https://na.op.gg/multi/query=Sasha Nein,Gillıan,Bøssy,YuukiSann,KingCobra324,Ðªvídø,Day Drift,Dyscemo,an duck,",
Hardrocker Esports,Central | 1,https://cstarleague.com/lol/teams/6524,1 - 4,1,4,3 - 8,3,8,Platinum 1,20.0,"https://na.op.gg/multi/query=Soxboy3,Zed Makes MeLose,Láwrence,Gray Enigma,Jeyzal kazar,Voîd,Sebastiantnt,",
NDSU LoL Club Open,Central | 1,https://cstarleague.com/lol/teams/11417,1 - 4,1,4,2 - 9,2,9,Silver 1,12.0,"https://na.op.gg/multi/query=Whiskerss,GottyBoy,Riven SMD,Daenerysss,DBoy9,Truth Without,photoscintosis,YoImSnoops,jettownzu22,BabyKarats,","https://na.op.gg/multi/query=AdmiralNeckbeard,TryMilkingThese,500YenFootlong,vrmarathe,"
PSU Silverbacks,Central | 1,https://cstarleague.com/lol/teams/10874,0 - 3,0,3,1 - 7,1,7,Silver 2,11.0,"https://na.op.gg/multi/query=sXCyBeast,NaturesChicken,Junzi,cadxl,Justcallmesilent,Sasajiro,Potomous,Captain Seabear,BombermanXV,",
Midland U Orange,Central | 1,https://cstarleague.com/lol/teams/10701,0 - 4,0,4,1 - 9,1,9,Gold 3,14.0,"https://na.op.gg/multi/query=TANK2524,golem88,Jynsin,Out There,ArcticDrakeK,",
