Team Name,Region,CSL Link,Series Record,Series Wins,Series Losses,Game Record,Game Wins,Game Losses,Average Rank,Average Rank Number,First OP.GG,Second OP.GG
GVSU Laker Legends B Team,North-east | 2,https://cstarleague.com/lol/teams/9900,4 - 1,4,1,8 - 3,8,3,Platinum 3,18.0,"https://na.op.gg/multi/query=KiwiSocks,Whalis,MIkeTheDemonic,FFZedIsFed,cookie52002,xAGEofMYTHx,boc,GVSU Chad,rk231,Tillo,",
OU Tempest,North-east | 2,https://cstarleague.com/lol/teams/7033,3 - 3,3,3,7 - 6,7,6,Platinum 2,19.0,"https://na.op.gg/multi/query=Foreign Guy,Kitz Snipez,RevelationX03,dok,Laglicious,TheAsianInvasion,Flabbyb,PepperoniTomato,myless,Myosin,","https://na.op.gg/multi/query=LOLGod2000,KilroyTheGreat,"
Miami University Big Boys,North-east | 2,https://cstarleague.com/lol/teams/9179,3 - 2,3,2,7 - 4,7,4,Platinum 3,18.0,"https://na.op.gg/multi/query=eFrFLennon,Humor,Raining In Japan,DTPALM2001,DCart3r,Elite Prada,BlindXebra,CarryMePlsZzz,",
Real Team Six,North-east | 2,https://cstarleague.com/lol/teams/10241,3 - 2,3,2,6 - 5,6,5,Platinum 4,17.0,"https://na.op.gg/multi/query=Roguewolfman,SheerLucke,Snowﬂake,Yáng Chäo Yuè,Jissbon Vanilla,Rashnar,Lissàndrà,",
Michigan Dragon ,North-east | 2,https://cstarleague.com/lol/teams/10413,3 - 1,3,1,6 - 2,6,2,Gold 1,16.0,"https://na.op.gg/multi/query=SelyntronNayder,AYAYA OMEGALUL,Osteoclast,Chiisama,wtc6546x3,Adosh,Aspêct,Not Robert,",
MGE JV,North-east | 2,https://cstarleague.com/lol/teams/10948,2 - 3,2,3,5 - 7,5,7,Gold 2,15.0,"https://na.op.gg/multi/query=MGE Kuriboh,Smorp123,Eamonn,UndefiedKing,Suess,Znith,TheNoneAndOnly,NobleElk,Mail God,",
FSU Bulldogs,North-east | 2,https://cstarleague.com/lol/teams/6608,2 - 4,2,4,4 - 8,4,8,Gold 2,15.0,"https://na.op.gg/multi/query=Minecraftforxbox,FSU Andy,Dwuarf,Cheez,Huskerz,Mishli,",
Alma College Varsity,North-east | 2,https://cstarleague.com/lol/teams/11129,1 - 2,1,2,2 - 4,2,4,Gold 3,14.0,"https://na.op.gg/multi/query=Shyfron,Inuke73,Pink Caboose,1 minute,Mønty,TwilightKnight12,NubiiNeth,",
Wayne Warriors - Green,North-east | 2,https://cstarleague.com/lol/teams/7688,0 - 4,0,4,0 - 8,0,8,Gold 1,16.0,"https://na.op.gg/multi/query=Tape,SniffohGod,Avrofosho,TV0,Tokkkul,Lord Sazuri,KingRoli,Rubbish Talon,Icarrus45,BULGOGI BOYZ,","https://na.op.gg/multi/query=The Cleaner,51020Sioux48042,Tekoya,"
MUwU,North-east | 2,https://cstarleague.com/lol/teams/9174,0 - 3,0,3,0 - 6,0,6,Platinum 1,20.0,"https://na.op.gg/multi/query=Deafen,Humor,Danielson524,Elemanten,Voltaire,Doing His Job,",
MUES JV C,North-east | 2,https://cstarleague.com/lol/teams/9175,0 - 5,0,5,0 - 10,0,10,Gold 1,16.0,"https://na.op.gg/multi/query=Humor,Katfished,Leché,Artails1,Hickit,Keleros the dk,Weetpoppy,Japanda88,",
Notre Dame JV A,North-east | 1,https://cstarleague.com/lol/teams/10426,6 - 0,6,0,12 - 0,12,0,Platinum 2,19.0,"https://na.op.gg/multi/query=JackMcgRocks,Wearin Sweats,malfeasance,Smarkon,Mr Meeseek,",
Akron Zips Club Diamond ,North-east | 1,https://cstarleague.com/lol/teams/7010,5 - 0,5,0,10 - 0,10,0,Platinum 3,18.0,"https://na.op.gg/multi/query=Sloppy Joe,MrKiwiism,BrotherKingYugo,Maltier,Le Roi,moonssang,HiddenNinja,dagda914,Kyancer,Overlimitless,",
Goshen College Leaf League,North-east | 1,https://cstarleague.com/lol/teams/9917,4 - 1,4,1,8 - 3,8,3,Gold 3,14.0,"https://na.op.gg/multi/query=Joshmasa99,Polwygle,Asenjo17,FlG,Agnifaniii,Atovox,MountainGoose,IxDe,",
SVU Knights Open,North-east | 1,https://cstarleague.com/lol/teams/11084,3 - 2,3,2,6 - 5,6,5,Bronze 2,7.0,"https://na.op.gg/multi/query=M1k3d4nm4n,TheDoltishDingo,SøulSmîth,Althron,Halzyon,HoneyTbone,Vagüe,Psiren,",
NKU Esports B,North-east | 1,https://cstarleague.com/lol/teams/8860,2 - 2,2,2,6 - 4,6,4,Gold 1,16.0,"https://na.op.gg/multi/query=Montoon,The Jeek,KnightofUmbar,PrivateWong,Ronexiaz,Luckur,Fibulator,Devilish Loli,",
Malefic Visions,North-east | 1,https://cstarleague.com/lol/teams/9115,2 - 1,2,1,5 - 2,5,2,Diamond 4,21.0,"https://na.op.gg/multi/query=sammystinky,KartGu,Towd47,Snowﬂake,Hiratechi,lil kahuna,ok that was epic,Digimonlove,helper08,",
CU Esports - LoL,North-east | 1,https://cstarleague.com/lol/teams/9442,2 - 2,2,2,4 - 6,4,6,Silver 1,12.0,"https://na.op.gg/multi/query=Riggatoni,Sarlala,Daddyy B,Karmotrine,The Beastar,AshtonArg,SSFTrunks,Sunnymight,",
WLU LoL,North-east | 1,https://cstarleague.com/lol/teams/10216,1 - 3,1,3,3 - 6,3,6,Gold 4,13.0,"https://na.op.gg/multi/query=hp73,BoomZter,Ketchupants73,pingky,Anthony Crowley,Excited0101,InheritanceLight,TheG0ose,Roonrock,Sorâ,",
WKU Hilltoppers B,North-east | 1,https://cstarleague.com/lol/teams/2439,1 - 3,1,3,2 - 6,2,6,Silver 3,10.0,"https://na.op.gg/multi/query=WKU eSports,Kiraeyl,RivalC,Tazmaniak,AggroZen,Montresk,Ev3rnight,Miffed,maýa,",
CCU League of Legends,North-east | 1,https://cstarleague.com/lol/teams/10061,1 - 2,1,2,2 - 4,2,4,Silver 2,11.0,"https://na.op.gg/multi/query=Motíons,Shådows,CCU Collins,VitaMoriendum,CCUEsports,This is not Joan,Wondersha,",
WVWCgg,North-east | 1,https://cstarleague.com/lol/teams/11478,0 - 4,0,4,0 - 8,0,8,Silver 2,11.0,"https://na.op.gg/multi/query=Thlnk,Kleptomancy GP,Borioles,AbeThyHam,BillyyBoi,pika,3x10tothe8,",
PurdueFW - C Team,North-east | 1,https://cstarleague.com/lol/teams/9194,0 - 3,0,3,0 - 6,0,6,Gold 4,13.0,"https://na.op.gg/multi/query=Din0saur,Locran,JGwentworth09,emulatedawsome,david4scouts,King MaxweII,pieguy84,",
Notre Dame JV B,North-east | 1,https://cstarleague.com/lol/teams/11001,0 - 4,0,4,0 - 8,0,8,Gold 4,13.0,"https://na.op.gg/multi/query=420blazek,GussyBoy,Wearin Sweats,Wolosaur,Merciiess,Uglyboyswag95,Narutorunner76,Noodlemaker,QuadForm,",
Team Pepega,North | 1,https://cstarleague.com/lol/teams/9983,6 - 1,6,1,13 - 2,13,2,Diamond 4,21.0,"https://na.op.gg/multi/query=Derry,AuDigger,Outlet,Tellur,ooogaboooga,",
Western JV,North | 1,https://cstarleague.com/lol/teams/7023,6 - 1,6,1,12 - 3,12,3,Platinum 4,17.0,"https://na.op.gg/multi/query=hk jger,ACanadianPanda,Bashful Iceberg,nahimdone,SpoileSummon,Vandios,xbluejayx,tyson xo,",
McMaster Red,North | 1,https://cstarleague.com/lol/teams/10489,6 - 1,6,1,12 - 3,12,3,Platinum 2,19.0,"https://na.op.gg/multi/query=TheElitePharaoh,AyoItsJango,Sekiro,Vaalen,Looter,KVB,TsundereCoke,Pett,warnedjacka,Whìtney,","https://na.op.gg/multi/query=The Yung Yam God,gangsterJ,Stirrling,Villanen,Skum,"
WLU - OpenLeague,North | 1,https://cstarleague.com/lol/teams/6768,4 - 2,4,2,8 - 4,8,4,Platinum 3,18.0,"https://na.op.gg/multi/query=Zedimental,Reehahs,JewishWanabe,Necrodra,BigWBurton,VKC,FlamingMonkey77,Kaemi,4obl,nice icon,","https://na.op.gg/multi/query=PenguinsAreCute,Vandrax,RZJ,"
UW Baby Geese,North | 1,https://cstarleague.com/lol/teams/11066,4 - 0,4,0,8 - 0,8,0,Diamond 2,23.0,"https://na.op.gg/multi/query=Platoon,Hexitt,Ilyfue,Float,TurretTickler,Snowspire,Zenden,RedPandaßear,pinkbeanz,",
Humber Black Team,North | 1,https://cstarleague.com/lol/teams/10046,3 - 2,3,2,6 - 4,6,4,Gold 1,16.0,"https://na.op.gg/multi/query=Akatsukii,Luonger,Sedatives,DaiKiiBox,Koreàboo,Saber Alteria,LeBeach,Tmk7316,",
Fanshawe Fuel - LoL Open,North | 1,https://cstarleague.com/lol/teams/11038,3 - 2,3,2,6 - 4,6,4,Gold 3,14.0,"https://na.op.gg/multi/query=Cavelery,FUEL ReLyT,NotGodyr2Gates,PlzAddAGorilla,ChronoSwiftt,Died In Alpha,Ezreal Thicc,G2K Pek xinh,Gamedestroyer15,noob team,","https://na.op.gg/multi/query=The Unicorn,Octiz,ImBack,TTVsheetonmyteet,"
Cavaliers C,North | 1,https://cstarleague.com/lol/teams/11013,3 - 4,3,4,6 - 8,6,8,Gold 4,13.0,"https://na.op.gg/multi/query=Kindred L4m4r,Alph4Claw,Papa Grenouille,Dewritos45,Cosmos Prince,Dewritos45,FPCUniverse,",
Cavaliers B,North | 1,https://cstarleague.com/lol/teams/11185,2 - 3,2,3,4 - 6,4,6,Gold 3,14.0,"https://na.op.gg/multi/query=Bestkingleo,Trap or a Trick,mındless,Papa Grenouille,Shaymìn,CatchtheRaínbow,",
QEA Tricolour Trihards,North | 1,https://cstarleague.com/lol/teams/9475,1 - 3,1,3,3 - 6,3,6,Platinum 4,17.0,"https://na.op.gg/multi/query=Dastaan,MrBanz,Tanksiss,Gioje Xx213,DarkChiron,Worme,Green Tii,",
UNIVERSITY OF OTTAWA-DIV B TWO,North | 1,https://cstarleague.com/lol/teams/7181,1 - 5,1,5,2 - 10,2,10,Diamond 4,21.0,"https://na.op.gg/multi/query=Exver,Frezzie,amialegends,Td Best Beo,l Mona l,Caveat Emptor,Saucy LightBulb,",
University of Guelph B-Team,North | 1,https://cstarleague.com/lol/teams/11121,1 - 4,1,4,2 - 8,2,8,Gold 2,15.0,"https://na.op.gg/multi/query=hi im Guardian,CIooz,CLG,Counsellor,spatel19981,FrostHD,Yummy Rice,ANUTHA WUN,",
GBC Open League,North | 1,https://cstarleague.com/lol/teams/2578,0 - 12,0,12,0 - 24,0,24,Silver 1,12.0,"https://na.op.gg/multi/query=ll Shadow ll,Choii Yoojung,Kirino,DankyNugz,Autø Attack,Razetheboss,JimmyBong,GAM BestLand,TNß Aquila,Mrjinglesg,","https://na.op.gg/multi/query=Beef Pho,"
GMU Open League Team,East,https://cstarleague.com/lol/teams/10616,6 - 0,6,0,12 - 1,12,1,Platinum 3,18.0,"https://na.op.gg/multi/query=Surej,Slugg0,Cydesus,Runkified,Deathfire Grasp,ILVBOBA,grayy,MadPanda007,Chengz,Monsieur Seasalt,","https://na.op.gg/multi/query=SirLongstride,"
UNC Division Two X,East,https://cstarleague.com/lol/teams/9558,5 - 1,5,1,10 - 3,10,3,Platinum 1,20.0,"https://na.op.gg/multi/query=Apoloes,True Jasian,bocaj00,turkid,Strangerinmytub,Senamz13,Ehringhaus,Limerencé,",
UNC Division Two Y,East,https://cstarleague.com/lol/teams/9559,4 - 1,4,1,9 - 3,9,3,Platinum 2,19.0,"https://na.op.gg/multi/query=Apoloes,Crimnar,mınıon,agricola magica,Dabby21,thebodkill,TheLaserLord,",
UNC Charlotte D Team,East,https://cstarleague.com/lol/teams/10779,4 - 1,4,1,8 - 2,8,2,Gold 3,14.0,"https://na.op.gg/multi/query=Oncilla,ElCinco,Go Big Or Go Big,Yardfoot,Nehpali,Little Kahuna,",
Duke Open A,East,https://cstarleague.com/lol/teams/9906,3 - 2,3,2,7 - 5,7,5,Gold 3,14.0,"https://na.op.gg/multi/query=AnimeBibleBoyUWU,dragojeff,FutureBeyond,Estarossa,budido1,HugzFree,Wang333,ChilledCow,TopNotchPasta,",
Wake Forest Esports - C,East,https://cstarleague.com/lol/teams/9540,3 - 2,3,2,6 - 4,6,4,Gold 2,15.0,"https://na.op.gg/multi/query=Gmor4,StarÐust,Redonctaco98,lolyoum8,DatGuyUMightKnow,dancin9hours,R3ktangl3,bigdaddyxx,ZSR Library,Rentalbook,","https://na.op.gg/multi/query=FeedingPig7,"
UNCC C-Team,East,https://cstarleague.com/lol/teams/10441,3 - 2,3,2,6 - 4,6,4,Gold 3,14.0,"https://na.op.gg/multi/query=GeneralCitizen,Nanachii,Łuckyˉ,BakedShot,Echeleon,Shebras,Agorinha,",
Radford University Esports,East,https://cstarleague.com/lol/teams/11530,3 - 2,3,2,6 - 4,6,4,Silver 2,11.0,"https://na.op.gg/multi/query=Milinda Kiriya,YoruTheWeirdo,Schpoolin,MacMenz,MjIsHere50,ahri srs,PapiDad6969,killindecarry,",
UNCC B TEAM,East,https://cstarleague.com/lol/teams/10913,2 - 4,2,4,6 - 8,6,8,Platinum 3,18.0,"https://na.op.gg/multi/query=KingTheseus,Dark Beginnings,Solo Editing,I Main Rakan,Baby shark xd,Markllama252,",
Wake Forest Esports -A ,East,https://cstarleague.com/lol/teams/10004,2 - 3,2,3,5 - 8,5,8,Platinum 4,17.0,"https://na.op.gg/multi/query=Gmor4,zhake,Elux,billycookie0528,StarÐust,Yung Urf,12asdgasfgasdgba,FY soloman,Rentalbook,Zhan Jim,","https://na.op.gg/multi/query=tKbFAmy,"
Wake Forest Esports - B,East,https://cstarleague.com/lol/teams/9914,0 - 6,0,6,1 - 12,1,12,Platinum 4,17.0,"https://na.op.gg/multi/query=Randomness18,Gold Stealer,Gmor4,billycookie0528,StarÐust,JuulLover39,Zhan Jim,",
Vanderbilt Open,East,https://cstarleague.com/lol/teams/10846,0 - 5,0,5,0 - 10,0,10,Gold 2,15.0,"https://na.op.gg/multi/query=Bulgarian dog,All,Ahn E,sollllleil,Red Magics,Peily,VoiDdeSilentio,temutai,Kim Under,",
High Point University - White,East,https://cstarleague.com/lol/teams/9494,0 - 6,0,6,0 - 12,0,12,Silver 2,11.0,"https://na.op.gg/multi/query=The Technomancer,Quicksilvr2000,Lil Dippa,Pajama Girl,TheXplosivSkittl,Chondro,Doctor Succdo,Czar of SkittleZ,",
Wheaton Varsity Team,Central | 6,https://cstarleague.com/lol/teams/11242,5 - 1,5,1,10 - 2,10,2,Gold 1,16.0,"https://na.op.gg/multi/query=Zaknafien,Trashcompactorj9,Lymbó,CarrotTasteGood,Poópy,mochiyamyam,dooobu,",
DePaul Blue Demons - II,Central | 6,https://cstarleague.com/lol/teams/11340,5 - 0,5,0,10 - 1,10,1,Platinum 1,20.0,"https://na.op.gg/multi/query=Reaperˆ,The Shekler,Alpha Katie,dumbthicc123,Kaldoran,cptfuumanchuu,AspiringDropOut,Tyli,rzayers,",
SIUC A,Central | 6,https://cstarleague.com/lol/teams/9108,4 - 1,4,1,9 - 3,9,3,Platinum 1,20.0,"https://na.op.gg/multi/query=Magerx,ShouTuDeYaSuo,Dr Avacado,Doctor Deefz,PCho 1000,1Wilky,supp 4 sure,Keister,",
Illinois Wesleyan Academy,Central | 6,https://cstarleague.com/lol/teams/6589,4 - 2,4,2,9 - 5,9,5,Diamond 4,21.0,"https://na.op.gg/multi/query=IWU Kahts,CoachFletcher,Brifter,Psapa,Sutton the Wolf,Fryte,Nivec,Spyhi2,ETGOD,emersmith,","https://na.op.gg/multi/query=West Coast Carry,"
Redbird Esports Academy League,Central | 6,https://cstarleague.com/lol/teams/6594,3 - 3,3,3,7 - 7,7,7,Platinum 3,18.0,"https://na.op.gg/multi/query=Redfôx,Rampor The Swift,Lifes Desire,Dechachez,bardstuck plat,Pater,Its Vern Baby,",
 Bradley University - PTP,Central | 6,https://cstarleague.com/lol/teams/9107,3 - 2,3,2,7 - 4,7,4,Platinum 3,18.0,"https://na.op.gg/multi/query=Fr4k,K0rasi,ch1l1 ch33s3,Truck Chan,Ënel,Drigov,Ges201,NyanDiamond,",
Ring Toe Rascals,Central | 6,https://cstarleague.com/lol/teams/11017,3 - 2,3,2,6 - 4,6,4,Gold 1,16.0,"https://na.op.gg/multi/query=Vytautas Didysis,Fr4k,Maybird99,AngryDwarf99,Ënel,",
Olivet Tigers,Central | 6,https://cstarleague.com/lol/teams/9414,3 - 2,3,2,6 - 4,6,4,Platinum 4,17.0,"https://na.op.gg/multi/query=Kymn,Salidror,Oddittee,I  Veigar  I,LysolOP,The Farmassist,ThePineappleNuke,Momokaia,",
CCC Renegades Varsity B,Central | 6,https://cstarleague.com/lol/teams/10649,2 - 3,2,3,4 - 6,4,6,Platinum 4,17.0,"https://na.op.gg/multi/query=FIGGLETON,wms910,1104,BPJ,HoIland,SonicBR,FAAR,Stresssed,Kraygarr,",
NCC eSports,Central | 6,https://cstarleague.com/lol/teams/9296,1 - 5,1,5,3 - 10,3,10,Gold 2,15.0,"https://na.op.gg/multi/query=laxson,Refinery,TacticalJhinting,Domia,DigimonDigivice,HikariHime,Cvil,",
Northwestern Overcats,Central | 6,https://cstarleague.com/lol/teams/10396,1 - 4,1,4,2 - 8,2,8,Platinum 2,19.0,"https://na.op.gg/multi/query=thesecrettaco,the14baller,goge,FIGGYISYUMMY,Freakwave,Marsueltor,EllieTheWaffle,driftgwyn,Barakuba,",
Northwestern C Team,Central | 6,https://cstarleague.com/lol/teams/10397,1 - 5,1,5,2 - 11,2,11,Platinum 4,17.0,"https://na.op.gg/multi/query=thesecrettaco,Scrumptious Pie,Silenttake,the14baller,Marsueltor,DoubleQuadruple,Duxarma,Cryptify,Aratø,Brunocheung,",
Lake Forest College,Central | 6,https://cstarleague.com/lol/teams/3194,0 - 5,0,5,0 - 10,0,10,Silver 2,11.0,"https://na.op.gg/multi/query=Epic Eyebrows,seller857,Moon Wife,ioiicon,dredman999,HIGH SKILL GAMER,dripspaff,Quegsire,VaderBam,Onısan,","https://na.op.gg/multi/query=RacismBad,"
UTSA White,Central | 5,https://cstarleague.com/lol/teams/10280,6 - 0,6,0,12 - 0,12,0,Gold 2,15.0,"https://na.op.gg/multi/query=Mespai,The Box Beater,The Cup of Joe,smurfbronzelol,Pyro26,mymicbroke,Accursêd,frošty,uwu live,",
LOLUTD TEAM E VERSION TWO,Central | 5,https://cstarleague.com/lol/teams/10558,6 - 0,6,0,12 - 1,12,1,Gold 1,16.0,"https://na.op.gg/multi/query=mannstrous,Kya Kitty,Vivid Sun Leona,Lvl 99 Kenny,Koneko314,Faery,jìnseng,",
MSOE Red,Central | 5,https://cstarleague.com/lol/teams/9860,5 - 1,5,1,10 - 3,10,3,Platinum 4,17.0,"https://na.op.gg/multi/query=Divinegon,Siebold,Raekors,Jolson,Magicallypotato,ªrgºs,NobodybuttheRain,slayerdude1000,ZTB TheCaptain,",
Grand View Vikings JV,Central | 5,https://cstarleague.com/lol/teams/9084,5 - 0,5,0,10 - 0,10,0,Platinum 3,18.0,"https://na.op.gg/multi/query=DreadJoker99,Dracolords,Zyx,KØusei,cired,UpstartMyHeart,Mesterjakel,Kayzo,",
LATECH R,Central | 5,https://cstarleague.com/lol/teams/10618,4 - 2,4,2,9 - 6,9,6,Gold 1,16.0,"https://na.op.gg/multi/query=s0me1udontn0,Lord Drayplay,penguin2ps,M0Joe,RoboEmile,BryceCrispy,authlol,Vegar,GrimLockv69,",
MNSU Purple Squad,Central | 5,https://cstarleague.com/lol/teams/9795,2 - 4,2,4,6 - 9,6,9,Gold 3,14.0,"https://na.op.gg/multi/query=Unscene Blade,Louii,Dinor,vinsmôke,Mikayah,BarrackaObama,Super Slam Cam,Unleash29,Smartster,",
Ole Miss Varsity,Central | 5,https://cstarleague.com/lol/teams/9248,2 - 3,2,3,5 - 6,5,6,Gold 1,16.0,"https://na.op.gg/multi/query=Syliris,Empty Regrets,TheAbominusRips,ElstonGunn,Vixcini,Tyler9,Reliqs,JustGrace,",
Cornell College Purple,Central | 5,https://cstarleague.com/lol/teams/9505,2 - 3,2,3,5 - 8,5,8,Gold 2,15.0,"https://na.op.gg/multi/query=ShamrockandRoll,MMOONN,ulldieinthreeday,BIadeWaltz,Yangxi,Admiral Panic,PL181319181319,I Hae Typos,gurbatsch,Very Very Toxic,","https://na.op.gg/multi/query=CrunchyGravel,hide on kúsh,Doinnb,"
LATech B,Central | 5,https://cstarleague.com/lol/teams/8722,1 - 4,1,4,4 - 8,4,8,Gold 2,15.0,"https://na.op.gg/multi/query=s0me1udontn0,C9 5neaky,goldfly6321,Lord Drayplay,Amaniacc,Ravioli Kilig,City of Vora,Cam Fett,The Quinndred,thelaviathan,",
Waldorf Gaming Experience,Central | 5,https://cstarleague.com/lol/teams/6676,1 - 3,1,3,2 - 6,2,6,Gold 4,13.0,"https://na.op.gg/multi/query=DR OnePunchBlitz,Tritsan,Coolio_Frost1,straightshifty,Octavyan,",
WTAMUJV,Central | 5,https://cstarleague.com/lol/teams/9182,0 - 5,0,5,0 - 10,0,10,Silver 1,12.0,"https://na.op.gg/multi/query=Phat Penguin,Return Akali,JustKumo,Shamisen,Cathasabucket,WT_Anomoly,King x Dom,Sir Fahrenheit,zitronic,",
NWC Red Raiders,Central | 5,https://cstarleague.com/lol/teams/8592,0 - 5,0,5,0 - 10,0,10,Silver 2,11.0,"https://na.op.gg/multi/query=iSgtShultz,Hypersomnia,hadesman19,Paragonic,ImSorrySupport,21Baladur,Stonewall0,Cicero2112,Snipenya,",
LOLUTD TEAM JELLIE,Central | 5,https://cstarleague.com/lol/teams/11157,0 - 4,0,4,0 - 8,0,8,Platinum 3,18.0,"https://na.op.gg/multi/query=Jellieglass,Faery,maewo,Bamusan,Dtownkidz,",
UNT Eagles White,Central | 4,https://cstarleague.com/lol/teams/5897,6 - 0,6,0,12 - 0,12,0,Diamond 3,22.0,"https://na.op.gg/multi/query=Kat Diamond,Just Give Up Vi,Rainy,avisandavison,Saúce,NekollcarryU,Amayzing,Lil Nate,Monadö,",
University of Houston Polaris,Central | 4,https://cstarleague.com/lol/teams/6780,5 - 1,5,1,10 - 3,10,3,Platinum 4,17.0,"https://na.op.gg/multi/query=Árçh,Rioklu,Blazetail,Ristu,Gumbers,Thot Wrecker,Frankeeeflip,Muchai,Fireflanz,",
KRAZYINTER FANCLUB,Central | 4,https://cstarleague.com/lol/teams/9023,5 - 0,5,0,10 - 0,10,0,Diamond 4,21.0,"https://na.op.gg/multi/query=kr4zykilla,Good Sir,Poofu,cutepanda,Maroon Turtle,Syrma,Hemal,Fey Feathers,OneSpringFlower,",
University of Houston Phoenix,Central | 4,https://cstarleague.com/lol/teams/11359,3 - 1,3,1,6 - 2,6,2,Platinum 3,18.0,"https://na.op.gg/multi/query=Rioklu,Frankeeeflip,Huskytemplar,Eric Nguyen,Pegasorous,Lil Kermit,Sosca,Rangedapprentice,Salty Fish Zzz,",
LOLUTD FROSTIES,Central | 4,https://cstarleague.com/lol/teams/11187,3 - 3,3,3,6 - 8,6,8,Platinum 3,18.0,"https://na.op.gg/multi/query=TrueSerendipity,Sílver Frost,Animalsss,Ovitav,Radster859,DanWu,NoSlawExtraFries,",
UTA Esports Aurora,Central | 4,https://cstarleague.com/lol/teams/10094,2 - 2,2,2,5 - 4,5,4,Platinum 2,19.0,"https://na.op.gg/multi/query=jabbR,Semper Amicissim,Taste of Italy,Sir Squeeble II,CeIeb,Neiman,SilverPerry,RebornDominator,",
TXST Esports B,Central | 4,https://cstarleague.com/lol/teams/11404,2 - 2,2,2,5 - 4,5,4,Gold 1,16.0,"https://na.op.gg/multi/query=Ryesthetics,Kaladra,SouthernWarrior,Tirate,RedHeadedWarrior,MetalDragon14,Botman,AlxndurTo,",
Texas Tech Academy,Central | 4,https://cstarleague.com/lol/teams/10128,2 - 3,2,3,5 - 7,5,7,Platinum 4,17.0,"https://na.op.gg/multi/query=Chigaroo,KnicNicks,MegaSatan,R3ptile970,Híndsight,Skrufee,Limit pusher,",
SHSU WDGT,Central | 4,https://cstarleague.com/lol/teams/10012,2 - 2,2,2,4 - 4,4,4,Gold 3,14.0,"https://na.op.gg/multi/query=Jokuck,Freaking Anthony,Huy Nguyen,Shiny Pebble,Anruu,Colonel Grabdat,",
The Crusaders,Central | 4,https://cstarleague.com/lol/teams/10100,1 - 5,1,5,3 - 11,3,11,Silver 4,9.0,"https://na.op.gg/multi/query=Djmoney50d,Pokęy,LOV3 Nibbs,Aggieboy1444,Happy0304,MankDemer,FLY Ceralas,Jkimbell,garbageplayerbtw,BakaPichu,",
UNT Eagles Green,Central | 4,https://cstarleague.com/lol/teams/5898,1 - 4,1,4,2 - 9,2,9,Gold 3,14.0,"https://na.op.gg/multi/query=Kat Diamond,glublord,RedDragon101,Angeweenie,Lucixno,BottleCapOG,JCarguy,Ospreay,xl JonyBoi,Sloathe,",
TuG League ,Central | 4,https://cstarleague.com/lol/teams/10986,0 - 4,0,4,3 - 9,3,9,Platinum 4,17.0,"https://na.op.gg/multi/query=EasternAce481,Sóber,iG Hansoku,InfiniteStamina,Aureation,Fizzthebroke,Rainlight,S1rCalmDown,",
TAMUK HogChamp,Central | 4,https://cstarleague.com/lol/teams/3173,0 - 5,0,5,0 - 10,0,10,Silver 1,12.0,"https://na.op.gg/multi/query=Squeezy Nut,Mubo,Young bread,Au D Rogers,TA Falco,yangmaster666,",
Longhorn Gaming C Team,Central | 3,https://cstarleague.com/lol/teams/11453,6 - 0,6,0,12 - 0,12,0,Platinum 3,18.0,"https://na.op.gg/multi/query=Pufl,Faíz,One Epic Potato,Ligmatim,kayleen,thotslayer897,Azexian,AC130,",
University of Houston Flame On,Central | 3,https://cstarleague.com/lol/teams/11271,5 - 0,5,0,10 - 0,10,0,Platinum 3,18.0,"https://na.op.gg/multi/query=Albert Li,S9 ROCKS,Ruquie,Rioklu,fygure,quanba,Katvy,Árma,Kryptik,",
TEAM PEEPEEGA,Central | 3,https://cstarleague.com/lol/teams/10557,4 - 1,4,1,8 - 2,8,2,Platinum 3,18.0,"https://na.op.gg/multi/query=Level 5 Railgun,Kanten no jiu,Khangsoofly,Kimchi Krusader,Faery,ChocoLateToParty,PandaKudux,smittysumthin,",
UNT Eagles Black ,Central | 3,https://cstarleague.com/lol/teams/5899,3 - 3,3,3,6 - 6,6,6,Gold 2,15.0,"https://na.op.gg/multi/query=Kat Diamond,Lucixno,BottleCapOG,DefaultK,NightWing060,Echostyle,lime723,Just Lavender,",
UNT Eagles Alpha,Central | 3,https://cstarleague.com/lol/teams/5900,3 - 2,3,2,6 - 4,6,4,Gold 3,14.0,"https://na.op.gg/multi/query=UltimateToxin,Kat Diamond,i hate ranked,RipTideYT,Z0R0ARK,thehostilemexcan,TreyHolg,NonSpecific,",
LSU Silver,Central | 3,https://cstarleague.com/lol/teams/10401,3 - 1,3,1,6 - 2,6,2,Platinum 3,18.0,"https://na.op.gg/multi/query=Jitoki,Saeva,bauspanda,YourGynecologist,Zycotel,Blanket Robber,ına,",
LSU JV ,Central | 3,https://cstarleague.com/lol/teams/6547,3 - 1,3,1,6 - 2,6,2,Platinum 4,17.0,"https://na.op.gg/multi/query=Salesian,LF Cute Asian GF,fei liu,Inigo Montoyas,SaraSlayer,asianface99,Saeva,PoliticlyNcorekt,Reknlt,Scorchér,",
University of Houston Hellfire,Central | 3,https://cstarleague.com/lol/teams/11248,2 - 3,2,3,4 - 6,4,6,Gold 1,16.0,"https://na.op.gg/multi/query=Rioklu,DarkSerenade,Fawzi,Humpedfungus,ÐangÐðiÊmYêu,BrainKayncer,Trailmix,",
