name,team,region,rank,rankValue,op.gg
Ryzae,UHM Green,South-west | 4,Platinum 2,19,https://na.op.gg/summoner/userName=Ryzae
Jhineral,UHM Green,South-west | 4,Diamond 4,21,https://na.op.gg/summoner/userName=Jhineral
Nae hero,UHM Green,South-west | 4,Diamond 3,22,https://na.op.gg/summoner/userName=Nae hero
Top the Dog,UHM Green,South-west | 4,Diamond 2,23,https://na.op.gg/summoner/userName=Top the Dog
Vöcàrê,UHM Green,South-west | 4,Diamond 3,22,https://na.op.gg/summoner/userName=Vöcàrê
edgy eboy,UHM Green,South-west | 4,Platinum 2,19,https://na.op.gg/summoner/userName=edgy eboy
RickyDubs,UHM Green,South-west | 4,Gold 3,14,https://na.op.gg/summoner/userName=RickyDubs
tofu tofu,UHM Green,South-west | 4,Diamond 4,21,https://na.op.gg/summoner/userName=tofu tofu
yukimochi,UHM Green,South-west | 4,Silver 2,11,https://na.op.gg/summoner/userName=yukimochi
SwitchNitch,GCU Lopes JV,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=SwitchNitch
Suffer More,GCU Lopes JV,South-west | 4,Diamond 3,22,https://na.op.gg/summoner/userName=Suffer More
Ghetti,GCU Lopes JV,South-west | 4,Platinum 3,18,https://na.op.gg/summoner/userName=Ghetti
Swagnar,GCU Lopes JV,South-west | 4,Platinum 1,20,https://na.op.gg/summoner/userName=Swagnar
skeletor321,GCU Lopes JV,South-west | 4,Diamond 4,21,https://na.op.gg/summoner/userName=skeletor321
TheRadDrew,GCU Lopes JV,South-west | 4,Platinum 3,18,https://na.op.gg/summoner/userName=TheRadDrew
Łuke,UA Ironcats - Open,South-west | 4,Platinum 3,18,https://na.op.gg/summoner/userName=Łuke
BiggestDiqBandit,UA Ironcats - Open,South-west | 4,Gold 3,14,https://na.op.gg/summoner/userName=BiggestDiqBandit
Clive7,UA Ironcats - Open,South-west | 4,Platinum 3,18,https://na.op.gg/summoner/userName=Clive7
MegaEpicGamer,UA Ironcats - Open,South-west | 4,Gold 3,14,https://na.op.gg/summoner/userName=MegaEpicGamer
Laelaps,UA Ironcats - Open,South-west | 4,Gold 1,16,https://na.op.gg/summoner/userName=Laelaps
artip71,UA Ironcats - Open,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=artip71
SOLOKOH,UA Ironcats - Open,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=SOLOKOH
The Skÿ,UA Ironcats - Open,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=The Skÿ
faime,UA Ironcats - Open,South-west | 4,Gold 2,15,https://na.op.gg/summoner/userName=faime
teegan,UA Ironcats - Open,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=teegan
Mormon Ludicolo,The Legends of UVUJV,South-west | 4,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=Mormon Ludicolo
JIMIN KO,The Legends of UVUJV,South-west | 4,Diamond 4,21,https://na.op.gg/summoner/userName=JIMIN KO
Slippedgiant755,The Legends of UVUJV,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=Slippedgiant755
SKT T1 WooSeok,The Legends of UVUJV,South-west | 4,Diamond 2,23,https://na.op.gg/summoner/userName=SKT T1 WooSeok
Dylax,The Legends of UVUJV,South-west | 4,Diamond 4,21,https://na.op.gg/summoner/userName=Dylax
NK Medraut,The Legends of UVUJV,South-west | 4,Platinum 3,18,https://na.op.gg/summoner/userName=NK Medraut
GlacialReaper,Claw JV Team,South-west | 4,Gold 1,16,https://na.op.gg/summoner/userName=GlacialReaper
crazipeng15,Claw JV Team,South-west | 4,Gold 3,14,https://na.op.gg/summoner/userName=crazipeng15
TenaciousTahm,Claw JV Team,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=TenaciousTahm
WorldsBestPlayer,Claw JV Team,South-west | 4,Platinum 3,18,https://na.op.gg/summoner/userName=WorldsBestPlayer
PHD In Yasuo,Claw JV Team,South-west | 4,Gold 2,15,https://na.op.gg/summoner/userName=PHD In Yasuo
Filo Shepherd,Claw JV Team,South-west | 4,Gold 3,14,https://na.op.gg/summoner/userName=Filo Shepherd
I DR PEPPER U,Claw JV Team,South-west | 4,Platinum 1,20,https://na.op.gg/summoner/userName=I DR PEPPER U
Sol1tud3,USU JV,South-west | 4,Gold 3,14,https://na.op.gg/summoner/userName=Sol1tud3
Cubstep Cantstop,USU JV,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=Cubstep Cantstop
SavageBeast0519,USU JV,South-west | 4,Silver 4,9,https://na.op.gg/summoner/userName=SavageBeast0519
King Babe T,USU JV,South-west | 4,Platinum 1,20,https://na.op.gg/summoner/userName=King Babe T
Cododraco,USU JV,South-west | 4,Diamond 4,21,https://na.op.gg/summoner/userName=Cododraco
TheEliteMadLife,USU JV,South-west | 4,Gold 2,15,https://na.op.gg/summoner/userName=TheEliteMadLife
HIYAAAAAAAAAAAAA,Arizona State C,South-west | 4,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=HIYAAAAAAAAAAAAA
mikemilo135,Arizona State C,South-west | 4,Diamond 4,21,https://na.op.gg/summoner/userName=mikemilo135
Thetruejungler,Arizona State C,South-west | 4,Master,25,https://na.op.gg/summoner/userName=Thetruejungler
Red XP,Arizona State C,South-west | 4,Master,25,https://na.op.gg/summoner/userName=Red XP
Whosdisguy,Arizona State C,South-west | 4,Diamond 3,22,https://na.op.gg/summoner/userName=Whosdisguy
Nisanov,Arizona State C,South-west | 4,Platinum 3,18,https://na.op.gg/summoner/userName=Nisanov
yomihime,Arizona State C,South-west | 4,Diamond 2,23,https://na.op.gg/summoner/userName=yomihime
Call Me Dunk,Arizona State C,South-west | 4,Diamond 3,22,https://na.op.gg/summoner/userName=Call Me Dunk
TRAKKPAD,NAU MalFighters,South-west | 4,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=TRAKKPAD
TheToxic35,NAU MalFighters,South-west | 4,Gold 4,13,https://na.op.gg/summoner/userName=TheToxic35
curseblood,NAU MalFighters,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=curseblood
GORZOGTHEDEFILER,NAU MalFighters,South-west | 4,Silver 4,9,https://na.op.gg/summoner/userName=GORZOGTHEDEFILER
ToxiclyLoud,NAU MalFighters,South-west | 4,Gold 3,14,https://na.op.gg/summoner/userName=ToxiclyLoud
Tossed,NAU MalFighters,South-west | 4,Gold 3,14,https://na.op.gg/summoner/userName=Tossed
PartyLord906,NAU MalFighters,South-west | 4,Unranked,0,https://na.op.gg/summoner/userName=PartyLord906
HighBionic,NAU MalFighters,South-west | 4,Gold 4,13,https://na.op.gg/summoner/userName=HighBionic
Oreo 129,ERAU Blue Wings,South-west | 4,Platinum 2,19,https://na.op.gg/summoner/userName=Oreo 129
jinxmyloveQAQ,ERAU Blue Wings,South-west | 4,Unranked,0,https://na.op.gg/summoner/userName=jinxmyloveQAQ
chowderzeclam,ERAU Blue Wings,South-west | 4,Gold 4,13,https://na.op.gg/summoner/userName=chowderzeclam
Ace75b,ERAU Blue Wings,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=Ace75b
ERGW Krønos,ERAU White Wings,South-west | 4,Platinum 1,20,https://na.op.gg/summoner/userName=ERGW Krønos
Isekavo,ERAU Blue Wings,South-west | 4,Platinum 3,18,https://na.op.gg/summoner/userName=Isekavo
Expand Sand,ERAU Blue Wings,South-west | 4,Gold 3,14,https://na.op.gg/summoner/userName=Expand Sand
Ghost Barrels,ERAU Blue Wings,South-west | 4,Diamond 3,22,https://na.op.gg/summoner/userName=Ghost Barrels
KatsumiKoniko,ERAU Blue Wings,South-west | 4,Gold 2,15,https://na.op.gg/summoner/userName=KatsumiKoniko
Nickodemeus,ERAU Blue Wings,South-west | 4,Silver 2,11,https://na.op.gg/summoner/userName=Nickodemeus
crashoverridee,Lopes Academy,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=crashoverridee
Seraphim117,Lopes Academy,South-west | 4,Platinum 3,18,https://na.op.gg/summoner/userName=Seraphim117
Overlord123,Lopes Academy,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=Overlord123
ReasonToDream,Lopes Academy,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=ReasonToDream
Hoidini,Lopes Academy,South-west | 4,Gold 2,15,https://na.op.gg/summoner/userName=Hoidini
sigh im gosu,Lopes Academy,South-west | 4,Gold 2,15,https://na.op.gg/summoner/userName=sigh im gosu
Steel Draconian,Lopes Academy,South-west | 4,Gold 1,16,https://na.op.gg/summoner/userName=Steel Draconian
SupaBeans,CGC LOL JUNIOR VARSITY,South-west | 4,Unranked,0,https://na.op.gg/summoner/userName=SupaBeans
ROBOTUNIC0RN,CGC LOL JUNIOR VARSITY,South-west | 4,Platinum 4,17,https://na.op.gg/summoner/userName=ROBOTUNIC0RN
THICC MONEY,CGC LOL JUNIOR VARSITY,South-west | 4,Silver 1,12,https://na.op.gg/summoner/userName=THICC MONEY
KoreanRiceField,CGC LOL JUNIOR VARSITY,South-west | 4,Platinum 2,19,https://na.op.gg/summoner/userName=KoreanRiceField
retnuh hunter,CGC LOL JUNIOR VARSITY,South-west | 4,Platinum 1,20,https://na.op.gg/summoner/userName=retnuh hunter
Z0L,CGC LOL JUNIOR VARSITY,South-west | 4,Gold 4,13,https://na.op.gg/summoner/userName=Z0L
USC Bao,USC Varsity Gold Team,South-west | 3,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=USC Bao
Commack,USC Varsity Gold Team,South-west | 3,Platinum 1,20,https://na.op.gg/summoner/userName=Commack
Eilfennol,USC Varsity Gold Team,South-west | 3,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=Eilfennol
USC Hovz,USC Varsity Gold Team,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=USC Hovz
Usc Coil,USC Varsity Gold Team,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=Usc Coil
Tiltproof Gandhi,USC Varsity Gold Team,South-west | 3,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=Tiltproof Gandhi
Leade,USC Varsity Gold Team,South-west | 3,Diamond 3,22,https://na.op.gg/summoner/userName=Leade
AlinaLife,USC Varsity Gold Team,South-west | 3,Diamond 3,22,https://na.op.gg/summoner/userName=AlinaLife
JoeJacko,USC Varsity Gold Team,South-west | 3,Master,25,https://na.op.gg/summoner/userName=JoeJacko
USC Ceus,USC Varsity Gold Team,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=USC Ceus
TacosAndBurritoz,Students Need Parking,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=TacosAndBurritoz
Cyprez,Students Need Parking,South-west | 3,Gold 1,16,https://na.op.gg/summoner/userName=Cyprez
Cienega,Students Need Parking,South-west | 3,Platinum 2,19,https://na.op.gg/summoner/userName=Cienega
Oddity,Students Need Parking,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=Oddity
Trinhity Force,Bronco Esports Team Benton,South-west | 1,Platinum 4,17,https://na.op.gg/summoner/userName=Trinhity Force
C9TaiIs,Bronco Esports Team Three,South-west | 1,Platinum 4,17,https://na.op.gg/summoner/userName=C9TaiIs
hypermonkieboi,Bronco Esports Team Three,South-west | 1,Diamond 2,23,https://na.op.gg/summoner/userName=hypermonkieboi
SonglessRaven,Students Need Parking,South-west | 3,Platinum 3,18,https://na.op.gg/summoner/userName=SonglessRaven
Phant,Students Need Parking,South-west | 3,Platinum 1,20,https://na.op.gg/summoner/userName=Phant
DULLAHAN,Students Need Parking,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=DULLAHAN
TheDevilIsBored,Students Need Parking,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=TheDevilIsBored
Jacksony,SDSU Junior Varsity B,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=Jacksony
Mithos the Hero,SDSU Junior Varsity B,South-west | 3,Unranked,0,https://na.op.gg/summoner/userName=Mithos the Hero
nekozi,SDSU Junior Varsity B,South-west | 3,Diamond 2,23,https://na.op.gg/summoner/userName=nekozi
MadLifeisgod,SDSU Junior Varsity A,South-west | 2,Silver 4,9,https://na.op.gg/summoner/userName=MadLifeisgod
Lady Yunalesca,SDSU Junior Varsity B,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=Lady Yunalesca
Conserved,SDSU Junior Varsity B,South-west | 3,Diamond 3,22,https://na.op.gg/summoner/userName=Conserved
PsycheGlitch,SDSU Junior Varsity B,South-west | 3,Master,25,https://na.op.gg/summoner/userName=PsycheGlitch
Spiripru,SDSU Junior Varsity B,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=Spiripru
Iron man d1ed,SDSU Junior Varsity B,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=Iron man d1ed
Anxiety Syndrome,UCR WEEBFY,South-west | 3,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=Anxiety Syndrome
BubbIicious,UCR WEEBFY,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=BubbIicious
DemonicxPancakes,UCR WEEBFY,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=DemonicxPancakes
penguinlord,UCR WEEBFY,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=penguinlord
Shybe,BOOMERS,South-west | 1,Gold 2,15,https://na.op.gg/summoner/userName=Shybe
SlyLego,UCR WEEBFY,South-west | 3,Diamond 3,22,https://na.op.gg/summoner/userName=SlyLego
Whenever,UCR WEEBFY,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=Whenever
Gudao,UCR WEEBFY,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=Gudao
idk250,UCR WEEBFY,South-west | 3,Platinum 1,20,https://na.op.gg/summoner/userName=idk250
sevarbiter,UCR WEEBFY,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=sevarbiter
ZØØMIES,UCD Aggie Open,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=ZØØMIES
Nattieon,UCD Aggie Open,South-west | 3,Platinum 3,18,https://na.op.gg/summoner/userName=Nattieon
CHKN WINGWONG,UCD Aggie Open,South-west | 3,Platinum 3,18,https://na.op.gg/summoner/userName=CHKN WINGWONG
Nyew,UCD Aggie Open,South-west | 3,Platinum 2,19,https://na.op.gg/summoner/userName=Nyew
TortugaDeLechuga,UCD Aggie Open,South-west | 3,Platinum 2,19,https://na.op.gg/summoner/userName=TortugaDeLechuga
UCD Open Mid,UCD Aggie Open,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=UCD Open Mid
The Infamous JMB,UCD Aggie Open,South-west | 3,Platinum 3,18,https://na.op.gg/summoner/userName=The Infamous JMB
Hamori,UCD Aggie Open,South-west | 3,Platinum 2,19,https://na.op.gg/summoner/userName=Hamori
AlienMV,UCR PARADOX,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=AlienMV
Sad Sloth,UCR PARADOX,South-west | 3,Gold 1,16,https://na.op.gg/summoner/userName=Sad Sloth
Rolandwu,UCR PARADOX,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=Rolandwu
Głace,UCR PARADOX,South-west | 3,Diamond 2,23,https://na.op.gg/summoner/userName=Głace
180cm,UCR PARADOX,South-west | 3,Silver 1,12,https://na.op.gg/summoner/userName=180cm
Destined Rice,UCR PARADOX,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=Destined Rice
Alceous,UCR PARADOX,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=Alceous
im in love,UCR PARADOX,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=im in love
WEG PandaTV10086,UCSC DT,South-west | 3,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=WEG PandaTV10086
fäded flower,UCSC DT,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=fäded flower
DT Fa1nT,UCSC DT,South-west | 3,Platinum 3,18,https://na.op.gg/summoner/userName=DT Fa1nT
GeGe,UCSC DT,South-west | 3,Diamond 3,22,https://na.op.gg/summoner/userName=GeGe
Eureka Thurston,UCSC DT,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=Eureka Thurston
Da Boosted,UCSC DT,South-west | 3,Diamond 3,22,https://na.op.gg/summoner/userName=Da Boosted
GGitsRyan,UCSC Teal,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=GGitsRyan
OryxTheMadHatter,UCSC Teal,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=OryxTheMadHatter
the shy turtle,UCSC Teal,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=the shy turtle
Lord Herpaderp,UCSC Teal,South-west | 3,Platinum 2,19,https://na.op.gg/summoner/userName=Lord Herpaderp
screamingspirt,UCSC Teal,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=screamingspirt
N0THINGPERSONAL,TFT Players,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=N0THINGPERSONAL
Heuster,TFT Players,South-west | 3,Gold 4,13,https://na.op.gg/summoner/userName=Heuster
Strauby,TFT Players,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=Strauby
zhong lu dui ju,TFT Players,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=zhong lu dui ju
erikli2000,TFT Players,South-west | 3,Platinum 2,19,https://na.op.gg/summoner/userName=erikli2000
ReformdSKT Faker,TFT Players,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=ReformdSKT Faker
ZacharyTheBeast,Gone Rogue,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=ZacharyTheBeast
Arcitech,Gone Rogue,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=Arcitech
King Charlz,Gone Rogue,South-west | 3,Silver 3,10,https://na.op.gg/summoner/userName=King Charlz
The Grynch,Gone Rogue,South-west | 3,Gold 1,16,https://na.op.gg/summoner/userName=The Grynch
Buns Boy,Gone Rogue,South-west | 3,Gold 3,14,https://na.op.gg/summoner/userName=Buns Boy
whothebest,Gone Rogue,South-west | 3,Platinum 3,18,https://na.op.gg/summoner/userName=whothebest
J T,Gone Rogue,South-west | 3,Platinum 2,19,https://na.op.gg/summoner/userName=J T
SalX55,Gone Rogue,South-west | 3,Platinum 1,20,https://na.op.gg/summoner/userName=SalX55
SpiritTracks,USF Dons Esports LOL B,South-west | 3,Diamond 3,22,https://na.op.gg/summoner/userName=SpiritTracks
Jordan Loh,USF Dons Esports LOL B,South-west | 3,Platinum 3,18,https://na.op.gg/summoner/userName=Jordan Loh
KaGa21,USF Dons Esports LOL B,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=KaGa21
CuyValDar,USF Dons Esports LOL B,South-west | 3,Gold 4,13,https://na.op.gg/summoner/userName=CuyValDar
rohanjarun,USF Dons Esports LOL B,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=rohanjarun
Chance Oppa,USF Dons Esports LOL B,South-west | 3,Gold 4,13,https://na.op.gg/summoner/userName=Chance Oppa
TSM Akneehow,USF Dons Esports LOL B,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=TSM Akneehow
QAQ761315758,USF Dons Esports LOL B,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=QAQ761315758
get prio pls,USF Dons Esports LOL B,South-west | 3,Gold 2,15,https://na.op.gg/summoner/userName=get prio pls
MichaelLuca,USF Dons Esports LOL B,South-west | 3,Silver 2,11,https://na.op.gg/summoner/userName=MichaelLuca
Rice or noodles,USF Dons Esports LOL B,South-west | 3,Diamond 4,21,https://na.op.gg/summoner/userName=Rice or noodles
greenbird0424,UCSC Team South Wind,South-west | 3,Platinum 4,17,https://na.op.gg/summoner/userName=greenbird0424
Sir Llama III,Stanford University - Open,South-west | 3,Platinum 2,19,https://na.op.gg/summoner/userName=Sir Llama III
ArtyTheKid,Stanford University - Open,South-west | 3,Gold 1,16,https://na.op.gg/summoner/userName=ArtyTheKid
sottomizer,Stanford University - Open,South-west | 3,Platinum 3,18,https://na.op.gg/summoner/userName=sottomizer
Rubikness9,Stanford University - Open,South-west | 3,Gold 2,15,https://na.op.gg/summoner/userName=Rubikness9
TTvTheMircat,Stanford University - Open,South-west | 3,Gold 3,14,https://na.op.gg/summoner/userName=TTvTheMircat
Fidix,Stanford University - Open,South-west | 3,Diamond 3,22,https://na.op.gg/summoner/userName=Fidix
Miss Son Naeun,CSULB JV ONE,South-west | 2,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=Miss Son Naeun
DeadlyNinja,CSULB JV ONE,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=DeadlyNinja
ItsTheSentinel,CSULB JV ONE,South-west | 2,Diamond 3,22,https://na.op.gg/summoner/userName=ItsTheSentinel
BounceBackSlayer,CSULB JV ONE,South-west | 2,Platinum 4,17,https://na.op.gg/summoner/userName=BounceBackSlayer
LeSweetestSenpai,CSULB JV ONE,South-west | 2,Gold 3,14,https://na.op.gg/summoner/userName=LeSweetestSenpai
Lvl98 Shuckle,CSULB JV ONE,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=Lvl98 Shuckle
BazookaBubblegum,CSULB JV ONE,South-west | 2,Platinum 2,19,https://na.op.gg/summoner/userName=BazookaBubblegum
JDCRamos,CSULB JV ONE,South-west | 2,Platinum 2,19,https://na.op.gg/summoner/userName=JDCRamos
Cheet0h,CSULB JV ONE,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=Cheet0h
Roxn,CSULB JV ONE,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=Roxn
Køßae,CSULB JV ONE,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=Køßae
muffules,CSULB JV ONE,South-west | 2,Diamond 3,22,https://na.op.gg/summoner/userName=muffules
KaptainFIRESTAR,CSULB JV ONE,South-west | 2,Platinum 4,17,https://na.op.gg/summoner/userName=KaptainFIRESTAR
Shr3kLovezMe,CSULB JV ONE,South-west | 2,Diamond 2,23,https://na.op.gg/summoner/userName=Shr3kLovezMe
Yaongi,CSULB JV ONE,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=Yaongi
Ninjaman369,CAL POLAR BEARS,South-west | 2,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=Ninjaman369
G4rb4d,CAL POLAR BEARS,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=G4rb4d
Millennium Fox,CAL POLAR BEARS,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=Millennium Fox
Issys Cutie,CAL POLAR BEARS,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=Issys Cutie
Jiggereepuff,CAL POLAR BEARS,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=Jiggereepuff
Shibaid Etraku,CAL POLAR BEARS,South-west | 2,Platinum 2,19,https://na.op.gg/summoner/userName=Shibaid Etraku
mano254,CAL POLAR BEARS,South-west | 2,Diamond 3,22,https://na.op.gg/summoner/userName=mano254
Flyer,CAL POLAR BEARS,South-west | 2,Diamond 2,23,https://na.op.gg/summoner/userName=Flyer
woshiyitiaogou,DHG,South-west | 2,Diamond 2,23,https://na.op.gg/summoner/userName=woshiyitiaogou
Sell son for rp,DHG,South-west | 2,Platinum 3,18,https://na.op.gg/summoner/userName=Sell son for rp
11 3 2018 iG,DHG,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=11 3 2018 iG
FPX 11 10 2019,DHG,South-west | 2,Platinum 3,18,https://na.op.gg/summoner/userName=FPX 11 10 2019
MysteryBox,DHG,South-west | 2,Platinum 4,17,https://na.op.gg/summoner/userName=MysteryBox
bööo,SDSU Junior Varsity A,South-west | 2,Diamond 3,22,https://na.op.gg/summoner/userName=bööo
Aspen,SDSU Junior Varsity A,South-west | 2,Diamond 1,24,https://na.op.gg/summoner/userName=Aspen
Big Brain Play,SDSU Junior Varsity A,South-west | 2,Platinum 4,17,https://na.op.gg/summoner/userName=Big Brain Play
ObsessedTaylor,SDSU Junior Varsity A,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=ObsessedTaylor
Raymex,SDSU Junior Varsity A,South-west | 2,Diamond 3,22,https://na.op.gg/summoner/userName=Raymex
Vaz Deferenz,SDSU Junior Varsity A,South-west | 2,Platinum 3,18,https://na.op.gg/summoner/userName=Vaz Deferenz
PeterxLee,SDSU Junior Varsity A,South-west | 2,Platinum 3,18,https://na.op.gg/summoner/userName=PeterxLee
sdavidspark53,SDSU Junior Varsity A,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=sdavidspark53
SunshinePoison,SDSU Junior Varsity A,South-west | 2,Platinum 4,17,https://na.op.gg/summoner/userName=SunshinePoison
Peaçekeeper,SDSU Junior Varsity A,South-west | 2,Platinum 4,17,https://na.op.gg/summoner/userName=Peaçekeeper
xLeBeastx,SDSU Junior Varsity A,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=xLeBeastx
HeartUnderBolt,CAL Teddy Bears,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=HeartUnderBolt
SourSnake,CAL Teddy Bears,South-west | 2,Platinum 3,18,https://na.op.gg/summoner/userName=SourSnake
homebrewds,CAL Teddy Bears,South-west | 2,Platinum 3,18,https://na.op.gg/summoner/userName=homebrewds
Miletus686,CAL Teddy Bears,South-west | 2,Gold 4,13,https://na.op.gg/summoner/userName=Miletus686
Play Me,CAL Teddy Bears,South-west | 2,Platinum 4,17,https://na.op.gg/summoner/userName=Play Me
elfity,CAL Teddy Bears,South-west | 2,Gold 2,15,https://na.op.gg/summoner/userName=elfity
Dknuckles,CAL Teddy Bears,South-west | 2,Platinum 2,19,https://na.op.gg/summoner/userName=Dknuckles
Syghar,San Jose State Blue,South-west | 2,Diamond 3,22,https://na.op.gg/summoner/userName=Syghar
Splushy,San Jose State Yellow,South-west | 1,Gold 3,14,https://na.op.gg/summoner/userName=Splushy
Mikebear,San Jose State Blue,South-west | 2,Diamond 3,22,https://na.op.gg/summoner/userName=Mikebear
im jailbait,San Jose State Blue,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=im jailbait
Seft,San Jose State Blue,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=Seft
Xemozu,San Jose State Blue,South-west | 2,Platinum 2,19,https://na.op.gg/summoner/userName=Xemozu
Døge,San Jose State Blue,South-west | 2,Diamond 3,22,https://na.op.gg/summoner/userName=Døge
BorderDragon,San Jose State Blue,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=BorderDragon
Morch,San Jose State Sween,South-west | 2,Platinum 3,18,https://na.op.gg/summoner/userName=Morch
Alexisss,San Jose State Sween,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=Alexisss
LilKindGuy,San Jose State Sween,South-west | 2,Platinum 4,17,https://na.op.gg/summoner/userName=LilKindGuy
alexandhotshot,San Jose State Sween,South-west | 2,Gold 4,13,https://na.op.gg/summoner/userName=alexandhotshot
Ajay,San Jose State Sween,South-west | 2,Gold 4,13,https://na.op.gg/summoner/userName=Ajay
Chhanubhai,San Jose State Sween,South-west | 2,Platinum 4,17,https://na.op.gg/summoner/userName=Chhanubhai
MrButtslap,San Jose State Sween,South-west | 2,Diamond 4,21,https://na.op.gg/summoner/userName=MrButtslap
Dreadpicaroon,San Jose State Sween,South-west | 2,Unranked,0,https://na.op.gg/summoner/userName=Dreadpicaroon
Sladey,Golden Eagles LoL JV,South-west | 2,Platinum 2,19,https://na.op.gg/summoner/userName=Sladey
TBNRBornProdigy,Golden Eagles LoL JV,South-west | 2,Platinum 1,20,https://na.op.gg/summoner/userName=TBNRBornProdigy
Dexterity9,Golden Eagles LoL JV,South-west | 2,Silver 2,11,https://na.op.gg/summoner/userName=Dexterity9
