name,team,region,rank,rankValue,op.gg
inulover66,Poofy Penguins,South-east,Silver 1,12,https://na.op.gg/summoner/userName=inulover66
MasterMagePie,Poofy Penguins,South-east,Gold 4,13,https://na.op.gg/summoner/userName=MasterMagePie
kinghalo87,Poofy Penguins,South-east,Gold 1,16,https://na.op.gg/summoner/userName=kinghalo87
GusViBritannia,Esports at FL State Academy,South-east,Silver 4,9,https://na.op.gg/summoner/userName=GusViBritannia
Turkyslayer,Esports at FL State Academy,South-east,Gold 4,13,https://na.op.gg/summoner/userName=Turkyslayer
FSU Pxnda,Esports at FL State Academy,South-east,Gold 4,13,https://na.op.gg/summoner/userName=FSU Pxnda
Migstur,Esports at FL State Academy,South-east,Gold 3,14,https://na.op.gg/summoner/userName=Migstur
MellowPanda7,Esports at FL State Academy,South-east,Silver 4,9,https://na.op.gg/summoner/userName=MellowPanda7
I suppowt chUwU,VGC USF Charlie,South-east,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=I suppowt chUwU
Veyronic,VGC USF Charlie,South-east,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=Veyronic
Butterfly Poop,VGC USF Charlie,South-east,NOT INPUT,-1,https://na.op.gg/summoner/userName=Butterfly Poop
LegendGaren1,VGC USF Charlie,South-east,Unranked,0,https://na.op.gg/summoner/userName=LegendGaren1
Cerkez,VGC USF Charlie,South-east,Silver 1,12,https://na.op.gg/summoner/userName=Cerkez
Junro,VGC USF Charlie,South-east,Gold 4,13,https://na.op.gg/summoner/userName=Junro
Allonz,UAH Charger Black,South-east,Gold 2,15,https://na.op.gg/summoner/userName=Allonz
Castleguy7,UAH Charger Black,South-east,Gold 2,15,https://na.op.gg/summoner/userName=Castleguy7
BigZ60,UAH Charger Black,South-east,Gold 2,15,https://na.op.gg/summoner/userName=BigZ60
He Who Has No Pi,UAH Charger Black,South-east,Silver 2,11,https://na.op.gg/summoner/userName=He Who Has No Pi
Zombaco,UAH Charger Black,South-east,Gold 4,13,https://na.op.gg/summoner/userName=Zombaco
squjshy,Montevallo Esports,South-east,Silver 4,9,https://na.op.gg/summoner/userName=squjshy
reptowolf21,Montevallo Esports,South-east,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=reptowolf21
24JBassCanon,Montevallo Esports,South-east,Bronze 1,8,https://na.op.gg/summoner/userName=24JBassCanon
Dorkrai,Montevallo Esports,South-east,Silver 4,9,https://na.op.gg/summoner/userName=Dorkrai
T lër,Montevallo Esports,South-east,Gold 3,14,https://na.op.gg/summoner/userName=T lër
Thonker,Montevallo Esports,South-east,Gold 1,16,https://na.op.gg/summoner/userName=Thonker
LunarPhoenixxx,Montevallo Esports,South-east,Gold 4,13,https://na.op.gg/summoner/userName=LunarPhoenixxx
xxWHERESDAFISHX,Montevallo Esports,South-east,Gold 3,14,https://na.op.gg/summoner/userName=xxWHERESDAFISHX
TheOrangePanda,GCE White XIX,South-east,Silver 3,10,https://na.op.gg/summoner/userName=TheOrangePanda
FloggingInfants,GCE White XIX,South-east,Gold 2,15,https://na.op.gg/summoner/userName=FloggingInfants
Darkkur,GCE White XIX,South-east,Gold 3,14,https://na.op.gg/summoner/userName=Darkkur
cubaehokage,GCE White XIX,South-east,Gold 3,14,https://na.op.gg/summoner/userName=cubaehokage
rhino1101,GCE White XIX,South-east,Gold 2,15,https://na.op.gg/summoner/userName=rhino1101
YeetChrome,GCE White XIX,South-east,Silver 1,12,https://na.op.gg/summoner/userName=YeetChrome
Redlaf,GCE White XIX,South-east,NOT INPUT,-1,https://na.op.gg/summoner/userName=Redlaf
TheGentleman0,Auburn Squad,South-east,Gold 4,13,https://na.op.gg/summoner/userName=TheGentleman0
blank123,Auburn Squad,South-east,Silver 4,9,https://na.op.gg/summoner/userName=blank123
stormfire1221,Auburn Squad,South-east,Bronze 1,8,https://na.op.gg/summoner/userName=stormfire1221
MotherofallNoobs,Auburn Squad,South-east,Silver 4,9,https://na.op.gg/summoner/userName=MotherofallNoobs
daVich,Auburn Squad,South-east,Gold 3,14,https://na.op.gg/summoner/userName=daVich
CommodoreJaeger,Auburn Squad,South-east,Unranked,0,https://na.op.gg/summoner/userName=CommodoreJaeger
Owlery,Uvic Vikings,North-west,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=Owlery
Linzek,Uvic Vikings,North-west,NOT INPUT,-1,https://na.op.gg/summoner/userName=Linzek
Girls day sojin,Van Island Daddies,North-west,Gold 1,16,https://na.op.gg/summoner/userName=Girls day sojin
TheMightyMeercat,Uvic Vikings,North-west,Gold 3,14,https://na.op.gg/summoner/userName=TheMightyMeercat
LambertyTa,Uvic Vikings,North-west,Silver 1,12,https://na.op.gg/summoner/userName=LambertyTa
bubly,SFU Academy Black,North-west,Gold 2,15,https://na.op.gg/summoner/userName=bubly
Incoming Nerf,SFU Academy Black,North-west,Unranked,0,https://na.op.gg/summoner/userName=Incoming Nerf
Murasakibara,SFU Academy Black,North-west,Gold 2,15,https://na.op.gg/summoner/userName=Murasakibara
NoCooldowns,SFU Academy Black,North-west,Gold 3,14,https://na.op.gg/summoner/userName=NoCooldowns
SpecialtyNougeht,SFU Academy Black,North-west,Gold 4,13,https://na.op.gg/summoner/userName=SpecialtyNougeht
Lullencia,SFU Academy Black,North-west,NOT INPUT,-1,https://na.op.gg/summoner/userName=Lullencia
FlaminMadman,SFU Academy Black,North-west,Gold 1,16,https://na.op.gg/summoner/userName=FlaminMadman
Plö,SFU Academy Black,North-west,Gold 2,15,https://na.op.gg/summoner/userName=Plö
getbannedforint,Van Island Daddies,North-west,Gold 1,16,https://na.op.gg/summoner/userName=getbannedforint
HiMyNameIsPope,Van Island Daddies,North-west,Unranked,0,https://na.op.gg/summoner/userName=HiMyNameIsPope
mossdragon,Van Island Daddies,North-west,Silver 3,10,https://na.op.gg/summoner/userName=mossdragon
Chile of God,Van Island Daddies,North-west,Gold 3,14,https://na.op.gg/summoner/userName=Chile of God
PursuantSpy,Van Island Daddies,North-west,Silver 2,11,https://na.op.gg/summoner/userName=PursuantSpy
Phirrez,Van Island Daddies,North-west,Silver 3,10,https://na.op.gg/summoner/userName=Phirrez
kawakawa,Van Island Daddies,North-west,Gold 3,14,https://na.op.gg/summoner/userName=kawakawa
Ingeborg,WWU Gold A,North-west,Gold 4,13,https://na.op.gg/summoner/userName=Ingeborg
Art3misss,WWU Gold B,North-west,Gold 3,14,https://na.op.gg/summoner/userName=Art3misss
andilard,WWU Gold B,North-west,Gold 4,13,https://na.op.gg/summoner/userName=andilard
kingslàyer,WWU Gold B,North-west,Gold 1,16,https://na.op.gg/summoner/userName=kingslàyer
magmasuns,WWU Gold B,North-west,Silver 4,9,https://na.op.gg/summoner/userName=magmasuns
l Ô w Ô l,WWU Gold B,North-west,Gold 2,15,https://na.op.gg/summoner/userName=l Ô w Ô l
Frozen in Warmth,WWU Gold B,North-west,Gold 1,16,https://na.op.gg/summoner/userName=Frozen in Warmth
Nyat,UofA Gold,North-west,Gold 1,16,https://na.op.gg/summoner/userName=Nyat
Glitchy Shadow,UofA Gold,North-west,Bronze 1,8,https://na.op.gg/summoner/userName=Glitchy Shadow
Sømå,UofA Gold,North-west,Gold 3,14,https://na.op.gg/summoner/userName=Sømå
Cyroean Maji,UofA Gold,North-west,Silver 1,12,https://na.op.gg/summoner/userName=Cyroean Maji
WITHINSANITY,UofA Gold,North-west,Gold 3,14,https://na.op.gg/summoner/userName=WITHINSANITY
Ahroe,UofA Gold,North-west,Gold 1,16,https://na.op.gg/summoner/userName=Ahroe
win ok,UofA Gold,North-west,Gold 3,14,https://na.op.gg/summoner/userName=win ok
min012,UofA Gold,North-west,Gold 2,15,https://na.op.gg/summoner/userName=min012
BaguetteFresh,UofA Gold,North-west,Gold 3,14,https://na.op.gg/summoner/userName=BaguetteFresh
spartabird,Freelo,North-west,Gold 4,13,https://na.op.gg/summoner/userName=spartabird
DARKADA,Freelo,North-west,NOT INPUT,-1,https://na.op.gg/summoner/userName=DARKADA
NirvashØ,Freelo,North-west,Gold 3,14,https://na.op.gg/summoner/userName=NirvashØ
KalamityKing,Freelo,North-west,Gold 3,14,https://na.op.gg/summoner/userName=KalamityKing
Trivia Boi,UBC Gold Sword,North-west,NOT INPUT,-1,https://na.op.gg/summoner/userName=Trivia Boi
KyoLYX,Freelo,North-west,Gold 3,14,https://na.op.gg/summoner/userName=KyoLYX
Dai9,Freelo,North-west,Silver 1,12,https://na.op.gg/summoner/userName=Dai9
Jesse1913,Freelo,North-west,Gold 4,13,https://na.op.gg/summoner/userName=Jesse1913
ShadowyViper2,WWU Gold A,North-west,Gold 3,14,https://na.op.gg/summoner/userName=ShadowyViper2
APINYA,WWU Gold A,North-west,Gold 2,15,https://na.op.gg/summoner/userName=APINYA
TheAceAgenda,WWU Gold A,North-west,Silver 3,10,https://na.op.gg/summoner/userName=TheAceAgenda
Hyaeks Verfulger,WWU Gold A,North-west,Gold 4,13,https://na.op.gg/summoner/userName=Hyaeks Verfulger
Retinamage,WWU Gold A,North-west,Silver 4,9,https://na.op.gg/summoner/userName=Retinamage
Skyy Guyy,WWU Gold A,North-west,NOT INPUT,-1,https://na.op.gg/summoner/userName=Skyy Guyy
timefallin,WWU Gold A,North-west,Silver 1,12,https://na.op.gg/summoner/userName=timefallin
jodithedragon,UBCO Nerds Anonymous,North-west,Silver 4,9,https://na.op.gg/summoner/userName=jodithedragon
GayRobotPartyBus,UBCO Nerds Anonymous,North-west,Silver 4,9,https://na.op.gg/summoner/userName=GayRobotPartyBus
ridersrock,UBCO Nerds Anonymous,North-west,Silver 4,9,https://na.op.gg/summoner/userName=ridersrock
NullMega,UBCO Nerds Anonymous,North-west,NOT INPUT,-1,https://na.op.gg/summoner/userName=NullMega
Tyrannoswoleus,UBCO Nerds Anonymous,North-west,Silver 2,11,https://na.op.gg/summoner/userName=Tyrannoswoleus
IStalkTeddyBears,UBCO Nerds Anonymous,North-west,Silver 2,11,https://na.op.gg/summoner/userName=IStalkTeddyBears
shadowcat212,UBCO Nerds Anonymous,North-west,Silver 2,11,https://na.op.gg/summoner/userName=shadowcat212
Jhinny Jhin Jhin,Targon Mountaineers,North-west,Gold 3,14,https://na.op.gg/summoner/userName=Jhinny Jhin Jhin
Silent Vengance,Targon Mountaineers,North-west,Unranked,0,https://na.op.gg/summoner/userName=Silent Vengance
mvmiguelv3,Targon Mountaineers,North-west,Bronze 3,6,https://na.op.gg/summoner/userName=mvmiguelv3
legurias,Targon Mountaineers,North-west,Silver 1,12,https://na.op.gg/summoner/userName=legurias
P4H Niloc,Targon Mountaineers,North-west,Gold 3,14,https://na.op.gg/summoner/userName=P4H Niloc
Meister Ferg,Targon Mountaineers,North-west,Gold 4,13,https://na.op.gg/summoner/userName=Meister Ferg
Krypton113,Targon Mountaineers,North-west,Gold 4,13,https://na.op.gg/summoner/userName=Krypton113
nillie boi,Targon Mountaineers,North-west,Unranked,0,https://na.op.gg/summoner/userName=nillie boi
Formerly Beef,Targon Mountaineers,North-west,Gold 4,13,https://na.op.gg/summoner/userName=Formerly Beef
Exálted,Gold Melee Minions,North-west,Unranked,0,https://na.op.gg/summoner/userName=Exálted
TheTrueTurtle46,Gold Melee Minions,North-west,Gold 4,13,https://na.op.gg/summoner/userName=TheTrueTurtle46
Nightingale666,Gold Melee Minions,North-west,Gold 4,13,https://na.op.gg/summoner/userName=Nightingale666
Sparking Run,Gold Melee Minions,North-west,NOT INPUT,-1,https://na.op.gg/summoner/userName=Sparking Run
bearisspeed,Gold Melee Minions,North-west,Gold 4,13,https://na.op.gg/summoner/userName=bearisspeed
Yashido,Gold Melee Minions,North-west,NOT INPUT,-1,https://na.op.gg/summoner/userName=Yashido
PandaKitty,Gold Melee Minions,North-west,Bronze 3,6,https://na.op.gg/summoner/userName=PandaKitty
LonGonStronDon,Gold Melee Minions,North-west,Gold 1,16,https://na.op.gg/summoner/userName=LonGonStronDon
Project Xmork,Gold Melee Minions,North-west,Gold 4,13,https://na.op.gg/summoner/userName=Project Xmork
miaoster,UBC Gold Sword,North-west,Gold 4,13,https://na.op.gg/summoner/userName=miaoster
Unban forster82,UBC Gold Sword,North-west,Silver 1,12,https://na.op.gg/summoner/userName=Unban forster82
Get Off Muh Dee,UBC Gold Sword,North-west,Silver 4,9,https://na.op.gg/summoner/userName=Get Off Muh Dee
Diego Za Warudo,UBC Gold Sword,North-west,Gold 2,15,https://na.op.gg/summoner/userName=Diego Za Warudo
Man of Chaos,UBC Gold Sword,North-west,Gold 4,13,https://na.op.gg/summoner/userName=Man of Chaos
Sack Of Jello,UBC Gold Sword,North-west,Gold 4,13,https://na.op.gg/summoner/userName=Sack Of Jello
hv9280,UBC Gold Sword,North-west,Gold 4,13,https://na.op.gg/summoner/userName=hv9280
UnrealStats,The Flex Offenders,North-west,Bronze 2,7,https://na.op.gg/summoner/userName=UnrealStats
SleepyOstrich,The Flex Offenders,North-west,Gold 1,16,https://na.op.gg/summoner/userName=SleepyOstrich
Firehole,The Flex Offenders,North-west,Silver 1,12,https://na.op.gg/summoner/userName=Firehole
Achilles379,The Flex Offenders,North-west,Silver 3,10,https://na.op.gg/summoner/userName=Achilles379
StarksnStarks,The Flex Offenders,North-west,Silver 2,11,https://na.op.gg/summoner/userName=StarksnStarks
BentaurHail,The Flex Offenders,North-west,Silver 4,9,https://na.op.gg/summoner/userName=BentaurHail
EdgarIsAPoe,UVM Gold,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=EdgarIsAPoe
Macro xD,UVM Gold,North-east | 5,NOT INPUT,-1,https://na.op.gg/summoner/userName=Macro xD
ACon Excalibur,UVM Gold,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=ACon Excalibur
I JWW I,UVM Gold,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=I JWW I
Taigerlol,UVM Gold,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=Taigerlol
HotSweatyLads,UVM Gold,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=HotSweatyLads
N0handles,TeamSnax,North-east | 5,NOT INPUT,-1,https://na.op.gg/summoner/userName=N0handles
dapokermon,TeamSnax,North-east | 5,Silver 2,11,https://na.op.gg/summoner/userName=dapokermon
Rilcu,TeamSnax,North-east | 5,Gold 2,15,https://na.op.gg/summoner/userName=Rilcu
Afilion2,TeamSnax,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=Afilion2
SilentTitan,TeamSnax,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=SilentTitan
A Tiny Poro,TeamSnax,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=A Tiny Poro
Dumbledor2001,TeamSnax,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=Dumbledor2001
dAsKiLzZ,TeamSnax,North-east | 5,NOT INPUT,-1,https://na.op.gg/summoner/userName=dAsKiLzZ
TheRealDeal360,Baron Nassau V Black,North-east | 5,Bronze 1,8,https://na.op.gg/summoner/userName=TheRealDeal360
Barboach,Baron Nassau V Black,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=Barboach
TOMMTOMMBOM,Baron Nassau V Black,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=TOMMTOMMBOM
ScrubLordPatrick,Baron Nassau V Black,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=ScrubLordPatrick
ktsao7,Baron Nassau V Black,North-east | 5,Gold 3,14,https://na.op.gg/summoner/userName=ktsao7
JaggedLightning,Baron Nassau V Orange,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=JaggedLightning
spicyyyy,Baron Nassau V Black,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=spicyyyy
OreTenebrae,Baron Nassau V Orange,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=OreTenebrae
Hydrom YT,Baron Nassau V Orange,North-east | 5,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=Hydrom YT
juanjesusDH,Baron Nassau V Orange,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=juanjesusDH
selepy,Baron Nassau V Orange,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=selepy
Surp69,Baron Nassau V Orange,North-east | 5,Gold 3,14,https://na.op.gg/summoner/userName=Surp69
olisboxer99,Baron Nassau V Orange,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=olisboxer99
Kubtops,Baron Nassau V Orange,North-east | 5,Gold 3,14,https://na.op.gg/summoner/userName=Kubtops
ElementiDragon,Baron Nassau V Orange,North-east | 5,Silver 3,10,https://na.op.gg/summoner/userName=ElementiDragon
Kev0ut,Baron Nassau V Orange,North-east | 5,Gold 3,14,https://na.op.gg/summoner/userName=Kev0ut
CaitdidJFK,NJIT C,North-east | 5,Silver 1,12,https://na.op.gg/summoner/userName=CaitdidJFK
chomp1110,NJIT C,North-east | 5,Silver 4,9,https://na.op.gg/summoner/userName=chomp1110
Resvoir,NJIT C,North-east | 5,Silver 2,11,https://na.op.gg/summoner/userName=Resvoir
Øctave,NJIT C,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=Øctave
Dawnpression nya,NJIT C,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=Dawnpression nya
Kil13rofDeath,NJIT C,North-east | 5,Gold 3,14,https://na.op.gg/summoner/userName=Kil13rofDeath
Aquiii,NJIT C,North-east | 5,Silver 3,10,https://na.op.gg/summoner/userName=Aquiii
trindomeer,NJIT C,North-east | 5,Gold 3,14,https://na.op.gg/summoner/userName=trindomeer
Yassuo1Trk,NJIT C,North-east | 5,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=Yassuo1Trk
ddemartini,NJIT C,North-east | 5,Silver 3,10,https://na.op.gg/summoner/userName=ddemartini
lkj,Nichols Bison Gold,North-east | 5,Unranked,0,https://na.op.gg/summoner/userName=lkj
YarazuNoAme,Nichols Bison Gold,North-east | 5,Silver 1,12,https://na.op.gg/summoner/userName=YarazuNoAme
charles,Nichols Bison Gold,North-east | 5,Gold 2,15,https://na.op.gg/summoner/userName=charles
alakey soju,Nichols Bison Gold,North-east | 5,NOT INPUT,-1,https://na.op.gg/summoner/userName=alakey soju
Van5665,Nichols Bison Gold,North-east | 5,Unranked,0,https://na.op.gg/summoner/userName=Van5665
Little Dude,Nichols Bison Gold,North-east | 5,Gold 2,15,https://na.op.gg/summoner/userName=Little Dude
Shadow99008,Nichols Bison Gold,North-east | 5,Silver 4,9,https://na.op.gg/summoner/userName=Shadow99008
Miracle Whip,Nichols Bison Gold,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=Miracle Whip
Smore Schnappes,Nichols Bison Gold,North-east | 5,Bronze 2,7,https://na.op.gg/summoner/userName=Smore Schnappes
DJ Tanner,Nichols Bison Gold,North-east | 5,Bronze 2,7,https://na.op.gg/summoner/userName=DJ Tanner
Zodiark11,FDU Esports Team A,North-east | 5,Silver 4,9,https://na.op.gg/summoner/userName=Zodiark11
MissNemesis,FDU Esports Team A,North-east | 5,Iron 1,4,https://na.op.gg/summoner/userName=MissNemesis
LandShurima,FDU Esports Team A,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=LandShurima
VoidGear,FDU Esports Team A,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=VoidGear
Faithhless,FDU Esports Team A,North-east | 5,RANK NOT FOUND,0,https://na.op.gg/summoner/userName=Faithhless
ShmeatLord 2D,FDU Esports Team A,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=ShmeatLord 2D
apoiogy,BU Div Three Team Two,North-east | 5,Silver 2,11,https://na.op.gg/summoner/userName=apoiogy
Aphrodite777,BU Div Three Team Three,North-east | 5,Unranked,0,https://na.op.gg/summoner/userName=Aphrodite777
DTKK,BU Div Three Team Two,North-east | 5,NOT INPUT,-1,https://na.op.gg/summoner/userName=DTKK
GodRakaGG,BU Div Three Team Three,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=GodRakaGG
Slubby,BU Div Three Team Two,North-east | 5,NOT INPUT,-1,https://na.op.gg/summoner/userName=Slubby
handsomeding2016,BU Div Three Team Three,North-east | 5,Silver 2,11,https://na.op.gg/summoner/userName=handsomeding2016
Littlewar123,BU Div Three Team Three,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=Littlewar123
Sasukamari,BU Div Three Team Three,North-east | 5,NOT INPUT,-1,https://na.op.gg/summoner/userName=Sasukamari
YisMXplusB,Absolute Garbage,North-east | 5,Unranked,0,https://na.op.gg/summoner/userName=YisMXplusB
Elzanite,Absolute Garbage,North-east | 5,Unranked,0,https://na.op.gg/summoner/userName=Elzanite
imagine being bu,Absolute Garbage,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=imagine being bu
MlNlON1,Absolute Garbage,North-east | 5,Gold 2,15,https://na.op.gg/summoner/userName=MlNlON1
GraceBF98,Absolute Garbage,North-east | 5,NOT INPUT,-1,https://na.op.gg/summoner/userName=GraceBF98
phillip9077,Absolute Garbage,North-east | 5,Silver 1,12,https://na.op.gg/summoner/userName=phillip9077
chikapoka,Absolute Garbage,North-east | 5,NOT INPUT,-1,https://na.op.gg/summoner/userName=chikapoka
l Ben Shapiro l,Absolute Garbage,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=l Ben Shapiro l
StealthyMeatloaf,NU_Bravo,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=StealthyMeatloaf
Igriz,NU_Bravo,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=Igriz
Tîny,NU_Charlie,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=Tîny
OS7,NU_Bravo,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=OS7
Sully314,NU_Bravo,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=Sully314
conquer45,NU_Bravo,North-east | 5,Gold 2,15,https://na.op.gg/summoner/userName=conquer45
D1rtyBird,NU_Bravo,North-east | 5,Silver 3,10,https://na.op.gg/summoner/userName=D1rtyBird
AntiVaxx,NU_Bravo,North-east | 5,Gold 3,14,https://na.op.gg/summoner/userName=AntiVaxx
SilvaRana,NU_Charlie,North-east | 5,Silver 1,12,https://na.op.gg/summoner/userName=SilvaRana
ShamShielder,NU_Charlie,North-east | 5,Bronze 4,5,https://na.op.gg/summoner/userName=ShamShielder
EbonyFang,NU_Charlie,North-east | 5,Silver 4,9,https://na.op.gg/summoner/userName=EbonyFang
MorpheusRoad,NU_Charlie,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=MorpheusRoad
HavoK505150,NU_Charlie,North-east | 5,Silver 3,10,https://na.op.gg/summoner/userName=HavoK505150
DeathZed,NU_Charlie,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=DeathZed
g964,NU_Charlie,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=g964
TheUknown0913,NU_Charlie,North-east | 5,Bronze 2,7,https://na.op.gg/summoner/userName=TheUknown0913
Tyros1228,NU_Charlie,North-east | 5,Silver 3,10,https://na.op.gg/summoner/userName=Tyros1228
XDSoraXD,MSU Esports Gold team,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=XDSoraXD
Kånna,MSU Esports Gold team,North-east | 5,Silver 4,9,https://na.op.gg/summoner/userName=Kånna
Ninjallama,MSU Esports Gold team,North-east | 5,Silver 3,10,https://na.op.gg/summoner/userName=Ninjallama
MyMel0dy,MSU Esports Gold team,North-east | 5,Bronze 1,8,https://na.op.gg/summoner/userName=MyMel0dy
blue3sword,MSU Esports Gold team,North-east | 5,Gold 1,16,https://na.op.gg/summoner/userName=blue3sword
Gruben,BU Div Three Team Two,North-east | 5,NOT INPUT,-1,https://na.op.gg/summoner/userName=Gruben
Azur LuNa,BU Div Three Team Two,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=Azur LuNa
meatpiegirl,BU Div Three Team Two,North-east | 5,Bronze 2,7,https://na.op.gg/summoner/userName=meatpiegirl
godoman,BU Div Three Team Two,North-east | 5,Gold 2,15,https://na.op.gg/summoner/userName=godoman
picklekels,BU Div Three Team Two,North-east | 5,Unranked,0,https://na.op.gg/summoner/userName=picklekels
david13334,BU Div Three Team Two,North-east | 5,Gold 4,13,https://na.op.gg/summoner/userName=david13334
bilalawan19,Kevin’s Needlessly Large Rods,North-east | 4,Gold 1,16,https://na.op.gg/summoner/userName=bilalawan19
Sienrid,Kevin’s Needlessly Large Rods,North-east | 4,Gold 4,13,https://na.op.gg/summoner/userName=Sienrid
Kermeat,Kevin’s Needlessly Large Rods,North-east | 4,Gold 3,14,https://na.op.gg/summoner/userName=Kermeat
UnaidedPleasure,Kevin’s Needlessly Large Rods,North-east | 4,Silver 3,10,https://na.op.gg/summoner/userName=UnaidedPleasure
SamsonOption,Kevin’s Needlessly Large Rods,North-east | 4,Gold 4,13,https://na.op.gg/summoner/userName=SamsonOption
404 JG NOT FOUND,Kevin’s Needlessly Large Rods,North-east | 4,Gold 1,16,https://na.op.gg/summoner/userName=404 JG NOT FOUND
FizzInHerViJanna,The Thighonians,North-east | 4,Gold 1,16,https://na.op.gg/summoner/userName=FizzInHerViJanna
Wywh,Kevin’s Needlessly Large Rods,North-east | 4,Gold 2,15,https://na.op.gg/summoner/userName=Wywh
paradoxxd,Kevin’s Needlessly Large Rods,North-east | 4,Gold 2,15,https://na.op.gg/summoner/userName=paradoxxd
BlurryFlurry,UB Team C,North-east | 4,NOT INPUT,-1,https://na.op.gg/summoner/userName=BlurryFlurry
Oblivion Walker8,UB Team C,North-east | 4,Gold 3,14,https://na.op.gg/summoner/userName=Oblivion Walker8
jaay,UB Team C,North-east | 4,Gold 1,16,https://na.op.gg/summoner/userName=jaay
Master9000,UB Team C,North-east | 4,Gold 4,13,https://na.op.gg/summoner/userName=Master9000
Natz01,UB Team C,North-east | 4,Gold 3,14,https://na.op.gg/summoner/userName=Natz01
Lil Dev,UB Team C,North-east | 4,Gold 2,15,https://na.op.gg/summoner/userName=Lil Dev
Nejisense651,UB Team C,North-east | 4,Gold 4,13,https://na.op.gg/summoner/userName=Nejisense651
Geobird,UB Team C,North-east | 4,NOT INPUT,-1,https://na.op.gg/summoner/userName=Geobird
forêt,UB Team C,North-east | 4,Silver 2,11,https://na.op.gg/summoner/userName=forêt
rThSoNancy,UB Team C,North-east | 4,Gold 1,16,https://na.op.gg/summoner/userName=rThSoNancy
NietzchesLeachie,UB Team C,North-east | 4,Bronze 2,7,https://na.op.gg/summoner/userName=NietzchesLeachie
Seihiro,UB Team C,North-east | 4,Silver 1,12,https://na.op.gg/summoner/userName=Seihiro
A Dandy Guy,EGDCollective - Team Alpha,North-east | 4,Gold 1,16,https://na.op.gg/summoner/userName=A Dandy Guy
Gummybearxz,EGDCollective - Team Alpha,North-east | 4,Gold 4,13,https://na.op.gg/summoner/userName=Gummybearxz
Rodek,EGDCollective - Team Alpha,North-east | 4,Gold 4,13,https://na.op.gg/summoner/userName=Rodek
Getfred4thebelt,EGDCollective - Team Alpha,North-east | 4,Gold 4,13,https://na.op.gg/summoner/userName=Getfred4thebelt
88Ryzing,EGDCollective - Team Alpha,North-east | 4,Gold 4,13,https://na.op.gg/summoner/userName=88Ryzing
KaiIIou,EGDCollective - Team Alpha,North-east | 4,Gold 2,15,https://na.op.gg/summoner/userName=KaiIIou
SouperPlatypus,EGDCollective - Team Alpha,North-east | 4,Silver 2,11,https://na.op.gg/summoner/userName=SouperPlatypus
PTeXD,EGDCollective - Team Alpha,North-east | 4,NOT INPUT,-1,https://na.op.gg/summoner/userName=PTeXD
FluffyDay,EGDCollective - Team Alpha,North-east | 4,Gold 2,15,https://na.op.gg/summoner/userName=FluffyDay
MY JG FK SKS,EGDCollective - Team Alpha,North-east | 4,Gold 4,13,https://na.op.gg/summoner/userName=MY JG FK SKS
