teamName,region,link,rank,rankValue,seriesWins,seriesLosses,gameWins,gameLosses,rank5,rank5Value,playerList,opgg1,opgg2
MSU LoL C,South 1,/lol/teams/6431,Bronze 2,7,4,3,8,7,Silver 3,10,"['Gérard', 'Sensanity', 'm0nkeyman14', 'LawrenceØfArabia', 'nhwilliam', 'MagîcalChicken3', 'ArktØs', 'Xienxia', 'What the Phouc']","https://na.op.gg/multi/query=Gérard,Sensanity,m0nkeyman14,LawrenceØfArabia,nhwilliam,MagîcalChicken3,ArktØs,Xienxia,What the Phouc,",https://na.op.gg/multi/query=
Vincentian League III,Midwest 3,/lol/teams/6701,Silver 1,12,6,0,12,0,Platinum 4,17,"['omigosh', 'AAYF', 'Elerbee', 'deathsglory', 'Alpha Katie', 'dumbthicc123', 'Killerlu16']","https://na.op.gg/multi/query=omigosh,AAYF,Elerbee,deathsglory,Alpha Katie,dumbthicc123,Killerlu16,",https://na.op.gg/multi/query=
MSU Cubs Gold,Midwest 8,/lol/teams/7594,Bronze 2,7,1,5,2,11,Silver 1,12,"['Adc Girl', 'Fenrir05', 'Kxrsen', 'Gh0stBullet', 'Kìndred', 'GreyKnight137', 'markrtoon', 'juggie1', 'Bruof', 'Lowry Zambooka']","https://na.op.gg/multi/query=Adc Girl,Fenrir05,Kxrsen,Gh0stBullet,Kìndred,GreyKnight137,markrtoon,juggie1,Bruof,Lowry Zambooka,",https://na.op.gg/multi/query=
UCB B,West 3,/lol/teams/7407,Bronze 4,5,5,1,11,3,Bronze 1,8,"['Roflcopter', 'TheGoodSamaritan', 'TrumproxD', 'Doctor Sus', 'ThSilentAnnalist', 'Lyrical Latin', 'NRG Baguette', 'Kawaii Unchi', 'Senpaibowie', 'Marx Lenin']","https://na.op.gg/multi/query=Roflcopter,TheGoodSamaritan,TrumproxD,Doctor Sus,ThSilentAnnalist,Lyrical Latin,NRG Baguette,Kawaii Unchi,Senpaibowie,Marx Lenin,",https://na.op.gg/multi/query=
MUOH Esports Club Honor,Midwest 5,/lol/teams/6482,Silver 2,11,3,1,8,4,Gold 4,13,"['Deafen', 'pV toxic', 'Presteej', '100 Shoto', 'Blighties', 'Raining In Japan', 'Bush Did My Mom', 'skylimetoon']","https://na.op.gg/multi/query=Deafen,pV toxic,Presteej,100 Shoto,Blighties,Raining In Japan,Bush Did My Mom,skylimetoon,",https://na.op.gg/multi/query=
Baron Nassau IV,East 4,/lol/teams/6828,Iron 2,3,6,1,12,3,Bronze 4,5,"['The Flame Archon', 'malucomastodon', 'jujuthegreat', 'ScrubLordPatrick', 'TOMMTOMMBOM', 'ktsao7', 'Mintwaffle', 'spicyyyy', 'CorruptContagion', 'Dolivera']","https://na.op.gg/multi/query=The Flame Archon,malucomastodon,jujuthegreat,ScrubLordPatrick,TOMMTOMMBOM,ktsao7,Mintwaffle,spicyyyy,CorruptContagion,Dolivera,",https://na.op.gg/multi/query=
VPA,North 2,/lol/teams/7604,Iron 4,1,3,3,6,6,Iron 3,2,"['Clen', 'Best Nasus Na', 'ShurimaSpotlight', 'MaceWendu', 'I Jinxed It', 'trashflamer', 'Tallsock', 'Duazylle117', 'Pookabee']","https://na.op.gg/multi/query=Clen,Best Nasus Na,ShurimaSpotlight,MaceWendu,I Jinxed It,trashflamer,Tallsock,Duazylle117,Pookabee,",https://na.op.gg/multi/query=
Zenithblade,West 7,/lol/teams/7054,Iron 3,2,5,1,11,4,Iron 1,4,"['Purple Mid Laner', 'Black Fox', 'jabbR', 'Paradoxum', 'PeruvianLove', 'Semper Amicissim', 'Miix', 'Asianafroduck', 'timeregg', 'Feel The Bern']","https://na.op.gg/multi/query=Purple Mid Laner,Black Fox,jabbR,Paradoxum,PeruvianLove,Semper Amicissim,Miix,Asianafroduck,timeregg,Feel The Bern,",https://na.op.gg/multi/query=
SFU Academy White,West 1,/lol/teams/6951,Silver 1,12,3,3,6,7,Gold 1,16,"['Incoming Nerf', 'TempusER 1998', 'PacificProdigy', 'Lullencia', 'Cankatsa', 'lvl 3 pleb', 'ƒangs']","https://na.op.gg/multi/query=Incoming Nerf,TempusER 1998,PacificProdigy,Lullencia,Cankatsa,lvl 3 pleb,ƒangs,",https://na.op.gg/multi/query=
Virginity Alliance,Midwest 2,/lol/teams/6823,Silver 4,9,4,2,9,5,Gold 3,14,"['TheYungTurtle', 'Jver', 'Claypool', 'DemaglioOfDunans', 'siege is op', 'xIdarkmonkeyIx', 'NateBabe', 'LeScrubLife', 'acatzilla', 'Shij']","https://na.op.gg/multi/query=TheYungTurtle,Jver,Claypool,DemaglioOfDunans,siege is op,xIdarkmonkeyIx,NateBabe,LeScrubLife,acatzilla,Shij,",https://na.op.gg/multi/query=
MESC JV II B,Midwest 8,/lol/teams/4612,Platinum 3,18,3,4,8,8,Platinum 3,18,['Dyego'],"https://na.op.gg/multi/query=Dyego,",https://na.op.gg/multi/query=
University of Ottawa - Div C,North 2,/lol/teams/642,Bronze 4,5,6,0,12,0,Bronze 4,5,"['matisse999', 'TE TpRoject', 'JediMaster07', 'Frezzie', 'Thánós']","https://na.op.gg/multi/query=matisse999,TE TpRoject,JediMaster07,Frezzie,Thánós,",https://na.op.gg/multi/query=
CRC Red,West 4,/lol/teams/6852,Bronze 4,5,1,6,2,12,Bronze 2,7,"['Narwhallace', 'Mathmatical', 'cocoawarrior53', 'Sairoco', 'Ôuroboros', 'Day of Rakaning', 'Kaiba Boy', 'Gremello']","https://na.op.gg/multi/query=Narwhallace,Mathmatical,cocoawarrior53,Sairoco,Ôuroboros,Day of Rakaning,Kaiba Boy,Gremello,",https://na.op.gg/multi/query=
LSU Black III,South 1,/lol/teams/5676,Bronze 4,5,4,3,10,6,Bronze 2,7,"['lonk404', 'nuju73', 'Rouxful', 'Kyarou', 'Dalaylan', 'SkiddilyDoo21', 'I am Groot IV', 'KhaosRider']","https://na.op.gg/multi/query=lonk404,nuju73,Rouxful,Kyarou,Dalaylan,SkiddilyDoo21,I am Groot IV,KhaosRider,",https://na.op.gg/multi/query=
Mizzou C Team,Midwest 8,/lol/teams/7481,Platinum 2,19,5,2,10,5,Platinum 2,19,"['Forgetting', 'joshquest']","https://na.op.gg/multi/query=Forgetting,joshquest,",https://na.op.gg/multi/query=
Buccaneer's eSports Team,South 1,/lol/teams/6337,Iron 3,2,6,1,12,3,Iron 3,2,"['Lionskrike', 'taznkid', 'Mephitztopheles', 'thotty 2 hotty', 'Distraptre', 'kingrageboyxd']","https://na.op.gg/multi/query=Lionskrike,taznkid,Mephitztopheles,thotty 2 hotty,Distraptre,kingrageboyxd,",https://na.op.gg/multi/query=
Indiana Tech Club Team Two,Midwest 4,/lol/teams/7093,Unranked,0,1,4,2,8,Unranked,0,"['TDI Cupcake', 'FlamersAlt', 'ExAmishMafia', 'ExcusableBow3', 'Xstriker5', 'tehxmasta', 'Littlepicci', 'GTOOPS74']","https://na.op.gg/multi/query=TDI Cupcake,FlamersAlt,ExAmishMafia,ExcusableBow3,Xstriker5,tehxmasta,Littlepicci,GTOOPS74,",https://na.op.gg/multi/query=
Davis Aggie White,West 4,/lol/teams/3301,Silver 4,9,7,0,14,2,Gold 4,13,"['The Infamous JMB', 'CHKN WINGWONG', 'Ehspur', 'UCD Open Mid', 'Hamori', 'LapisDacix', 'ZØØMIES']","https://na.op.gg/multi/query=The Infamous JMB,CHKN WINGWONG,Ehspur,UCD Open Mid,Hamori,LapisDacix,ZØØMIES,",https://na.op.gg/multi/query=
JUNIOR VARSITY TWO A,West 1,/lol/teams/7168,Iron 3,2,3,3,7,6,Iron 2,3,"['cookiesamanda', 'Mango x Tea', 'schoollover12', 'UBC Engineer', 'ªye', 'BilboSweggins69', 'penguinbeats', 'PersianBoss']","https://na.op.gg/multi/query=cookiesamanda,Mango x Tea,schoollover12,UBC Engineer,ªye,BilboSweggins69,penguinbeats,PersianBoss,",https://na.op.gg/multi/query=
Undecided,East 9,/lol/teams/7529,Bronze 4,5,3,2,6,4,Bronze 3,6,"['dragonfire2320', 'samuel2011', 'Jourszzo', 'Uroborosk6340', 'dragonlord12135', 'Yizook']","https://na.op.gg/multi/query=dragonfire2320,samuel2011,Jourszzo,Uroborosk6340,dragonlord12135,Yizook,",https://na.op.gg/multi/query=
Did They Stealth Gaming,South 1,/lol/teams/6726,Bronze 4,5,4,3,8,6,Bronze 1,8,"['Dangermon', 'Gareki Haon', 'CrazyTrex', 'Donogaming', 'Heysam', 'GodzillaBurgers', 'Suspe18', 'trentzus']","https://na.op.gg/multi/query=Dangermon,Gareki Haon,CrazyTrex,Donogaming,Heysam,GodzillaBurgers,Suspe18,trentzus,",https://na.op.gg/multi/query=
Rock.lol Green,East 5,/lol/teams/5343,Gold 4,13,6,0,12,1,Gold 1,16,"['Wicked Bvllet', 'Frostfull', 'Gigabyted', 'BWoods45', 'Quinn Davidson', 'Angelous', 'Narthen', 'Griffout']","https://na.op.gg/multi/query=Wicked Bvllet,Frostfull,Gigabyted,BWoods45,Quinn Davidson,Angelous,Narthen,Griffout,",https://na.op.gg/multi/query=
Brock Junior varsity,North 2,/lol/teams/6146,Silver 3,10,4,2,9,4,Gold 4,13,"['xwalford', 'zeWolfy', 'Infłux', 'Quickfoxyt', 'PandaTwice', 'Godllycookie', 'H0BBES', 'Fråwt', 'PurePhoenix']","https://na.op.gg/multi/query=xwalford,zeWolfy,Infłux,Quickfoxyt,PandaTwice,Godllycookie,H0BBES,Fråwt,PurePhoenix,",https://na.op.gg/multi/query=
MESC JV II A,Midwest 8,/lol/teams/4611,Silver 1,12,6,1,13,3,Gold 4,13,"['Gransee', 'Spaghettius', 'IPIasma', 'Tobiswirls24', 'Donyatsuu', 'The Real JZ', 'Sárnait']","https://na.op.gg/multi/query=Gransee,Spaghettius,IPIasma,Tobiswirls24,Donyatsuu,The Real JZ,Sárnait,",https://na.op.gg/multi/query=
WLU - OpenLeague,North 3,/lol/teams/6768,Silver 2,11,2,4,4,8,Platinum 2,19,"['Zedi', 'Reehahs', 'JewishWannabe', 'Necrodra', 'BigWBurton', 'VKC', 'FlamingMonkey77', 'Kaemi', 'Shibe', 'Vandrax', 'RZJ']","https://na.op.gg/multi/query=Zedi,Reehahs,JewishWannabe,Necrodra,BigWBurton,VKC,FlamingMonkey77,Kaemi,Shibe,Vandrax,","https://na.op.gg/multi/query=RZJ,"
Cosmic Striders,South 3,/lol/teams/7012,Iron 1,4,7,0,14,0,Bronze 3,6,"['Sheap', 'llZagreusll', 'FlareStriker', 'Casniper2', 'dkimtotherim', 'RadicalPandaru', 'CoroThePoro']","https://na.op.gg/multi/query=Sheap,llZagreusll,FlareStriker,Casniper2,dkimtotherim,RadicalPandaru,CoroThePoro,",https://na.op.gg/multi/query=
SHSU Blue,West 8,/lol/teams/2046,Silver 4,9,1,4,2,8,Gold 4,13,"['Jokuck', 'Zaay', 'AbyssNico', 'Wfm19', 'Shiny Pebble', 'PlueJr', 'El Frank', 'LOV3', 'DemonPenguin16']","https://na.op.gg/multi/query=Jokuck,Zaay,AbyssNico,Wfm19,Shiny Pebble,PlueJr,El Frank,LOV3,DemonPenguin16,",https://na.op.gg/multi/query=
Purple Caster Minions Cloud,West 5,/lol/teams/7066,Iron 2,3,6,1,12,4,Bronze 3,6,"['Phume', 'Gummybears622', 'Dreąm', 'Cuddly Commy', '990', 'Schwies', 'xNovaRisingx', 'mcsquaree', 'Bobb Rosss', 'ITalalz']","https://na.op.gg/multi/query=Phume,Gummybears622,Dreąm,Cuddly Commy,990,Schwies,xNovaRisingx,mcsquaree,Bobb Rosss,ITalalz,",https://na.op.gg/multi/query=
Trine Gold,South 1,/lol/teams/7188,Iron 1,4,2,5,4,10,Bronze 3,6,"['Zendeikon', 'Chazter', 'IdPreferNotTo', 'Dicolas Cheney', 'CoffeeConn', 'xx1MiniMan1xx', 'Gategeneral', 'CloakedPanda']","https://na.op.gg/multi/query=Zendeikon,Chazter,IdPreferNotTo,Dicolas Cheney,CoffeeConn,xx1MiniMan1xx,Gategeneral,CloakedPanda,",https://na.op.gg/multi/query=
UAlbany Apes,East 7,/lol/teams/7615,Bronze 1,8,6,1,13,2,Silver 4,9,"['Wolfenmanjenson', 'Caketharsis', 'Quackers McQuack', 'i dont hit kids', 'henREEEEEEE', 'Dandar', 'SlicedBlu']","https://na.op.gg/multi/query=Wolfenmanjenson,Caketharsis,Quackers McQuack,i dont hit kids,henREEEEEEE,Dandar,SlicedBlu,",https://na.op.gg/multi/query=
Bagel Was Taken,North 1,/lol/teams/2488,Bronze 3,6,3,2,7,5,Gold 3,14,"['unownreality', 'RopeTrapOnABear', 'Liquid Nitrogen', 'Wertyer', 'Khärma', 'sentai7', 'Mhunra', '3x3', 'Èpsilon', 'xXxZac69EfronxXx', 'Çheech', 'GINGER5W4G']","https://na.op.gg/multi/query=unownreality,RopeTrapOnABear,Liquid Nitrogen,Wertyer,Khärma,sentai7,Mhunra,3x3,Èpsilon,xXxZac69EfronxXx,","https://na.op.gg/multi/query=Çheech,GINGER5W4G,"
Shawnee Gray,Midwest 5,/lol/teams/6742,Iron 2,3,5,1,11,2,Iron 1,4,"['LilSquirtle', 'Just Dane', 'roppleDopple', 'SSUeSports', 'CrystalWolfFang', 'Ludens pulse', 'AirDashClubKen', 'MegaRakkz']","https://na.op.gg/multi/query=LilSquirtle,Just Dane,roppleDopple,SSUeSports,CrystalWolfFang,Ludens pulse,AirDashClubKen,MegaRakkz,",https://na.op.gg/multi/query=
Truman State JV League,Midwest 8,/lol/teams/5661,Bronze 4,5,3,2,7,5,Bronze 3,6,"['Flavius Arcadius', 'Elfatizer', 'IncrediblePage', 'Moo Cactus', 'Gåmer', 'omzor']","https://na.op.gg/multi/query=Flavius Arcadius,Elfatizer,IncrediblePage,Moo Cactus,Gåmer,omzor,",https://na.op.gg/multi/query=
NYU Orange,East 6,/lol/teams/7026,Bronze 2,7,5,1,10,2,Silver 4,9,"['TIMAE', 'Slimmest Jim', 'DiabetesXplosion', 'Sylveke', 'Bwildy', 'The Mystery Van', 'bobthesneil', 'ccmachine']","https://na.op.gg/multi/query=TIMAE,Slimmest Jim,DiabetesXplosion,Sylveke,Bwildy,The Mystery Van,bobthesneil,ccmachine,",https://na.op.gg/multi/query=
SHU- Black,East 9,/lol/teams/6870,Iron 1,4,2,4,4,8,Bronze 3,6,"['GABRIELTHEPROFIT', 'HKingChard', 'conyayeast21', 'gokuplayer', 'MajorBinkx', 'olah0001', 'iushious']","https://na.op.gg/multi/query=GABRIELTHEPROFIT,HKingChard,conyayeast21,gokuplayer,MajorBinkx,olah0001,iushious,",https://na.op.gg/multi/query=
Laurentian University - Blue,North 3,/lol/teams/5466,Bronze 3,6,5,1,11,3,Silver 4,9,"['RoChStaR', 'LU elitewatcher', 'MayMay', 'LU Iceman', 'ikus', 'LU Konan Kohai', 'LU Crash', 'LU Meister']","https://na.op.gg/multi/query=RoChStaR,LU elitewatcher,MayMay,LU Iceman,ikus,LU Konan Kohai,LU Crash,LU Meister,",https://na.op.gg/multi/query=
Trine Blue,Midwest 4,/lol/teams/7186,Iron 2,3,4,2,10,6,Iron 2,3,"['Zenatar', 'Ihop72', 'Mistalee01', 'Dolsus', 'BorealAwakening', 'iVee']","https://na.op.gg/multi/query=Zenatar,Ihop72,Mistalee01,Dolsus,BorealAwakening,iVee,",https://na.op.gg/multi/query=
Beemos,Midwest 6,/lol/teams/6198,Iron 1,4,7,0,14,1,Bronze 2,7,"['SpamsLaugh', 'Sasha Nein', 'Kathmandoom', 'WSU Noxus', 'Bolosstaros897', 'Høzzy', 'Pyrobird99', 'TinyAdorableLoli', 'Kickaction12', 'Blush Pink', 'LuniceJaegerZ', 'TheDustMan']","https://na.op.gg/multi/query=SpamsLaugh,Sasha Nein,Kathmandoom,WSU Noxus,Bolosstaros897,Høzzy,Pyrobird99,TinyAdorableLoli,Kickaction12,Blush Pink,","https://na.op.gg/multi/query=LuniceJaegerZ,TheDustMan,"
Meowkais,Midwest 6,/lol/teams/6223,Bronze 3,6,4,3,8,7,Gold 4,13,"['1800TooDank', 'WSU Noxus', 'RunAwayISuck', 'jocomotion', 'Høzzy', 'Soulls Mordor', 'SkweeGee', 'TheExiledPaladin', 'UbeJuiceBox', 'ehflep', 'young grif', 'FreedomEagle', 'LLCameronLL']","https://na.op.gg/multi/query=1800TooDank,WSU Noxus,RunAwayISuck,jocomotion,Høzzy,Soulls Mordor,SkweeGee,TheExiledPaladin,UbeJuiceBox,ehflep,","https://na.op.gg/multi/query=young grif,FreedomEagle,LLCameronLL,"
Columbia Renegades JV,Midwest 4,/lol/teams/6827,Bronze 2,7,6,0,12,2,Silver 4,9,"['FIGGLETON', 'SonicBR', 'Stresssed', 'wms910', 'Nigl', '1104', 'Malestare']","https://na.op.gg/multi/query=FIGGLETON,SonicBR,Stresssed,wms910,Nigl,1104,Malestare,",https://na.op.gg/multi/query=
UNI White Team,Midwest 6,/lol/teams/7117,Bronze 3,6,2,3,5,7,Gold 4,13,"['iamryboflaven', 'Boooop', 'darkhaven13', 'Tojoro', 'TKG Medforce', 'Knob Monster', 'Im Hoz', 'TheJard', 'Blazeshadow13', 'Pewp VVeinerz', 'hanzomein', 'iiSilverRose']","https://na.op.gg/multi/query=iamryboflaven,Boooop,darkhaven13,Tojoro,TKG Medforce,Knob Monster,Im Hoz,TheJard,Blazeshadow13,Pewp VVeinerz,","https://na.op.gg/multi/query=hanzomein,iiSilverRose,"
LOLUTD A,West 7,/lol/teams/7180,Bronze 1,8,6,0,12,1,Silver 2,11,"['will win', 'Grayfang', 'EnjuXD', 'BronziousMaximus', 'Theasianwannabe', 'Rival Jd', 'Kya Kitty', 'Jellieglass']","https://na.op.gg/multi/query=will win,Grayfang,EnjuXD,BronziousMaximus,Theasianwannabe,Rival Jd,Kya Kitty,Jellieglass,",https://na.op.gg/multi/query=
MSU LoL D,South 1,/lol/teams/6432,Bronze 2,7,1,6,2,12,Silver 1,12,"['Gérard', 'LoacheTheRoache', 'Hewdrex', 'Sifreyja', 'mocyhomes', 'thatguykaleb', 'Kaÿngaroo', 'Ringohs', 'MetaString']","https://na.op.gg/multi/query=Gérard,LoacheTheRoache,Hewdrex,Sifreyja,mocyhomes,thatguykaleb,Kaÿngaroo,Ringohs,MetaString,",https://na.op.gg/multi/query=
Akron Zips Club Silver,Midwest 5,/lol/teams/7422,Silver 4,9,4,1,8,5,Gold 3,14,"['Sloppy Joe', 'MrKiwiism', 'BrotherKingYugo', 'pumpkinIRL', 'MrCookieYt', 'Estøc', 'Krishon10', 'Necromancer54', 'Khaiiiiii', 'Jawani', 'bobbyjoegree']","https://na.op.gg/multi/query=Sloppy Joe,MrKiwiism,BrotherKingYugo,pumpkinIRL,MrCookieYt,Estøc,Krishon10,Necromancer54,Khaiiiiii,Jawani,","https://na.op.gg/multi/query=bobbyjoegree,"
DSU Team One,Midwest 2,/lol/teams/6613,Bronze 1,8,3,2,8,4,Gold 3,14,"['Phoenix Rook 21', 'JEGameling', 'Big Cac', 'KappaKappa213', 'Galere2', 'Bàrd', 'Karmikaze', 'teddymanguy', 'utility troll']","https://na.op.gg/multi/query=Phoenix Rook 21,JEGameling,Big Cac,KappaKappa213,Galere2,Bàrd,Karmikaze,teddymanguy,utility troll,",https://na.op.gg/multi/query=
SC Esports Old C Team,West 5,/lol/teams/4996,Bronze 1,8,5,2,11,5,Gold 3,14,"['Zephyraphim', 'Impmaster2', 'keithkozart', 'kazdingle', 'bbuzz771', 'BaconOnWheels', 'Luwucian', 'TheNextFaker', 'blehblob2', 'Parkj360', 'LazeHazeDaze', 'Sęnd Noods', 'asianshenanigans']","https://na.op.gg/multi/query=Zephyraphim,Impmaster2,keithkozart,kazdingle,bbuzz771,BaconOnWheels,Luwucian,TheNextFaker,blehblob2,Parkj360,","https://na.op.gg/multi/query=LazeHazeDaze,Sęnd Noods,asianshenanigans,"
Kevin Fiesta,East 6,/lol/teams/2887,Iron 1,4,2,3,4,6,Bronze 2,7,"['Capitalistkiller', 'The Better JG', 'cursedhaven', 'Ravviolli', 'justadonia', 'Keyvin', 'lLLUMlNATl', 'LesleyDLegend', 'IssaLingWrap']","https://na.op.gg/multi/query=Capitalistkiller,The Better JG,cursedhaven,Ravviolli,justadonia,Keyvin,lLLUMlNATl,LesleyDLegend,IssaLingWrap,",https://na.op.gg/multi/query=
UCR TEAM WASHED UP,West 2,/lol/teams/7677,Bronze 3,6,6,1,12,2,Bronze 2,7,"['QuantumPacific', 'Shybe', 'SpookyBloopy', 'TiffSniff', 'Thistleclaw', 'Puttz is Homo', '22A Chair Oki']","https://na.op.gg/multi/query=QuantumPacific,Shybe,SpookyBloopy,TiffSniff,Thistleclaw,Puttz is Homo,22A Chair Oki,",https://na.op.gg/multi/query=
Oklahoma State Gold,Midwest 1,/lol/teams/6940,Bronze 3,6,5,2,11,4,Silver 4,9,"['Binary Basher', 'Brinticus', 'Killgar', 'OSU Kbaby', 'Playful Sadist', 'Ayuki', 'The Savage Wagon', 'osu alarm']","https://na.op.gg/multi/query=Binary Basher,Brinticus,Killgar,OSU Kbaby,Playful Sadist,Ayuki,The Savage Wagon,osu alarm,",https://na.op.gg/multi/query=
IllinoisJunior,Midwest 4,/lol/teams/6749,Bronze 2,7,4,2,10,4,Silver 1,12,"['PirateWindows', 'Ple1ades', 'Disafae', 'armp1t', 'Jmars9', 'Romulus Lupa', 'VulcanMittens', 'BOBBY SCH', 'Foxisnick', 'Cheese And Eggs', 'epicnerd427']","https://na.op.gg/multi/query=PirateWindows,Ple1ades,Disafae,armp1t,Jmars9,Romulus Lupa,VulcanMittens,BOBBY SCH,Foxisnick,Cheese And Eggs,","https://na.op.gg/multi/query=epicnerd427,"
PCT Wildcats JV Two,East 5,/lol/teams/6434,Bronze 1,8,4,2,8,5,Silver 2,11,"['BattleMaestro', 'Meptora', 'xXTakeruHikariXx', 'Decentlizard56', 'TheBigBocca23', 'EpicGay11', 'Evil Tick', 'Hypha', 'TangerineDreams']","https://na.op.gg/multi/query=BattleMaestro,Meptora,xXTakeruHikariXx,Decentlizard56,TheBigBocca23,EpicGay11,Evil Tick,Hypha,TangerineDreams,",https://na.op.gg/multi/query=
Queen's Bear League,North 2,/lol/teams/6390,Bronze 1,8,5,1,10,3,Silver 1,12,"['A Furious Doctor', 'SuperNovaSqid', 'moffat', 'Shaper of Realms', 'Yung Scruff', 'A bag of bees', 'Symphonic Rain']","https://na.op.gg/multi/query=A Furious Doctor,SuperNovaSqid,moffat,Shaper of Realms,Yung Scruff,A bag of bees,Symphonic Rain,",https://na.op.gg/multi/query=
Yert,Midwest 2,/lol/teams/7229,Bronze 4,5,3,3,6,6,Bronze 2,7,"['Mr Perfecteon', 'jwjohnson17', 'SleepyOstrich', 'Undead Horus', 'Oxzean', 'blackthunder69', 'Carolus Brit']","https://na.op.gg/multi/query=Mr Perfecteon,jwjohnson17,SleepyOstrich,Undead Horus,Oxzean,blackthunder69,Carolus Brit,",https://na.op.gg/multi/query=
INACTIVE NINE,East 4,/lol/teams/2896,Bronze 1,8,6,1,12,3,Gold 4,13,"['vaniallla', 'Tôuka', 'Leol', 'Near vs Kira', 'HolyRhea', 'superyoshi234', 'Shewantsthed667', 'ThanosX']","https://na.op.gg/multi/query=vaniallla,Tôuka,Leol,Near vs Kira,HolyRhea,superyoshi234,Shewantsthed667,ThanosX,",https://na.op.gg/multi/query=
Seton Hall White,East 3,/lol/teams/7097,Gold 4,13,3,2,6,5,Gold 2,15,"['Linley Baruch', 'Fontwego', 'Milli Vanilli', 'lBrisingerl', 'Jfwarriors', 'Roven', 'GiftWrappedDoge']","https://na.op.gg/multi/query=Linley Baruch,Fontwego,Milli Vanilli,lBrisingerl,Jfwarriors,Roven,GiftWrappedDoge,",https://na.op.gg/multi/query=
USF Team C,South 4,/lol/teams/5328,Silver 3,10,7,0,14,0,Gold 3,14,"['Kingtheseus', 'Sea Lıon', 'narutoespb', 'KissingKousins', 'jackwerdd', 'saltegrill', 'The0akDwarf']","https://na.op.gg/multi/query=Kingtheseus,Sea Lıon,narutoespb,KissingKousins,jackwerdd,saltegrill,The0akDwarf,",https://na.op.gg/multi/query=
Golden Hurricane,Midwest 1,/lol/teams/4605,Bronze 3,6,4,3,9,7,Silver 3,10,"['Steins Gate', 'TU Jace', 'Tobinhunter', 'TU Foxy Grandpa', 'TU Saberhunt', 'Hali Baby', 'TU Ravonick', 'TU Bubble Buddy']","https://na.op.gg/multi/query=Steins Gate,TU Jace,Tobinhunter,TU Foxy Grandpa,TU Saberhunt,Hali Baby,TU Ravonick,TU Bubble Buddy,",https://na.op.gg/multi/query=
UD VGTC JVTwo Team,East 3,/lol/teams/6530,Bronze 2,7,6,1,13,4,Gold 3,14,"['IntoTheDusk', 'The Sad Hooker', 'Roulette X', 'majestic monkey5', 'cuprehan', 'A Jaywalker', 'ZzWww', 'Mother Hunter H', 'bamboohorse', 'Zhenphos']","https://na.op.gg/multi/query=IntoTheDusk,The Sad Hooker,Roulette X,majestic monkey5,cuprehan,A Jaywalker,ZzWww,Mother Hunter H,bamboohorse,Zhenphos,",https://na.op.gg/multi/query=
Islander Green Team,West 8,/lol/teams/6938,Bronze 3,6,4,2,9,5,Bronze 1,8,"['Cobalt Bias', 'blipzandchits', 'Vayne Jesus', 'CreatureCats2', 'Ethiopian Jesus', 'Breitling', 'Arbasyn']","https://na.op.gg/multi/query=Cobalt Bias,blipzandchits,Vayne Jesus,CreatureCats2,Ethiopian Jesus,Breitling,Arbasyn,",https://na.op.gg/multi/query=
Viking eSports,Midwest 8,/lol/teams/5291,Bronze 2,7,6,1,13,3,Gold 4,13,"['Brandle', 'wooƒ', 'Gallian', 'Gabriel Forge', 'Prìapism', 'Woof', 'ozpiin', 'BounceAndJiggle', 'THE EPIC BANANA']","https://na.op.gg/multi/query=Brandle,wooƒ,Gallian,Gabriel Forge,Prìapism,Woof,ozpiin,BounceAndJiggle,THE EPIC BANANA,",https://na.op.gg/multi/query=
ERAU White Wings,West 6,/lol/teams/4004,Platinum 2,19,4,2,8,4,Platinum 2,19,['ERGW Krønos'],"https://na.op.gg/multi/query=ERGW Krønos,",https://na.op.gg/multi/query=
JihyuksD,South 2,/lol/teams/7389,Bronze 3,6,5,1,11,3,Bronze 2,7,"['Rubiscos', 'kjw130913', 'jobche', 'MEVIUS sky blue3', 'Kaiskz', 'ParQue9697']","https://na.op.gg/multi/query=Rubiscos,kjw130913,jobche,MEVIUS sky blue3,Kaiskz,ParQue9697,",https://na.op.gg/multi/query=
